FormID;Block;Sub-Block;EditorID;Name;Ownership;Location;LightingTemplate;ImageSpace;AcousticSpace;Music;Navmeshes;References;Persistent;Deleted;Disabled;Spawns;SpawnsList;Lights;Sounds;Furnitures;Containers
[000243DF];7;4;WarehouseTraps;Warehouse Traps;;WarehouseLocation;DefaultLightingTemplate;DefaultImageSpaceDungeon;;;0;19;5;0;0;0;;0;0;0;0
[00015277];7;4;FortNeugrad01;Fort Neugrad;;FortNeugradLocation;ImperialFortCloseTemplate;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonFort;0;2;1;0;0;0;;0;0;0;0
[00013909];7;3;KarthwastenSanuarachMine;Sanuarach Mine;;KarthwastenSanuarachMineLocation;CidhnaMine_LightingTemplate;DefaultImageSpaceDungeon;IntDungeonMine01;MUSDungeonFort;0;1;1;0;0;0;;0;0;0;0
[010030E5];7;1;ccPlaceholder19Interior01;Creation Club Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;1;1;0;0;0;;0;0;0;0
[000547F0];6;9;MarkarthWizardsQuarters03;Calcelmo's Tower;MarkarthWizardFaction;MarkarthWizardsQuartersLocation;MarkarthLightingTemplate;MarkarthImageSpace;IntRoomStoneMediumAcousticSpace;MUSDungeonCave;0;1;0;0;0;0;;0;0;0;0
[00016A0E];6;8;SolitudeWinkingSkeever;The Winking Skeever;SolitudeWinkingSkeeverFaction;SolitudeWinkingSkeeverLocation;SolitudeInteriors;SolitudeInterior_Liz;IntRoomStoneMediumAcousticSpace;MUSTavernB;0;1;0;0;0;0;;0;0;0;0
[020066A4];6;7;DLC1LDUtilityCell;DLC1LD Holding Cell;;;DefaultLightingTemplate;;;_NONE;1;11;3;0;0;0;;0;0;0;0
[0200362A];6;6;testFalmer;Its baaaaaack;;;AlikrBaseLightingTemplate;CaveImageSpace;IntDungeonCave;MUSDungeonCave;1;275;3;0;1;1;LvlBanditMeleeAny;6;0;0;0
[00015276];6;4;FortSnowhawk01;Fort Snowhawk;;FortSnowhawkLocation;ImperialFortCloseTemplate;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonFort;0;2;0;0;0;0;;0;0;0;0
[00015258];6;1;IlinaltasDeep01;Ilinalta's Deep;;IlinaltasDeepLocation;IlinaltasDeep_LightingTemplate;WetInteriorImageSpace;IntDungeonFortAcousticSpace;MUSDungeonFort;0;1;0;0;0;0;;0;0;0;0
[00054D0E];6;0;ColdRockPass01;Cold Rock Pass;;ColdRockPassLocation;IceCave_HobsFall_LightingTemplate;DefaultImageSpaceDungeonBrightSky;IntDungeonCaveEpicAcousticSpace;MUSDungeonCave;0;0;0;0;0;0;;0;0;0;0
[000527F2];6;0;Irkngthand03;Irkngthand Slave Pens;;IrkngthandLocation;FalmerTemplateClose;FalmerImageSpace01;IntDungeonCave;MUSDungeonFort;0;23;2;3;0;0;;0;0;0;0
[020037D7];5;9;TestBrieDLC;Swindler's Den;;SwindlersDenLocation;IceCaveMedium;CaveImageSpace;IntDungeonCave;MUSDungeonCave;0;582;1;0;0;1;TestCarryFirewood;4;0;1;0
[00094BAB];5;9;WhiterunHalloftheDeadCatacombs;Whiterun Catacombs;;WhiterunHouseoftheDeadLocation;WhiteRunIntLightingTemplate;WhiteRunIntIS;IntRoomStoneNarrowAcousticSpace;_NONE;0;1;1;0;1;0;;0;0;0;1
[00030313];5;9;MarkarthWizardsQuarters01;Dwemer Museum;MarkarthWizardFaction;MarkarthWizardsQuartersLocation;MarkarthLightingTemplate;MarkarthImageSpace;IntRoomStoneMediumAcousticSpace;MUSDungeonCave;0;1;0;0;0;0;;0;0;0;0
[000152A7];5;9;CronvangrHall01;Cronvangr Cave;;CronvangrHallLocation;CidhnaMine_LightingTemplate;CaveImageSpace;IntDungeonCave;MUSDungeonCave;1;1;0;0;0;0;;0;0;0;0
[02000811];5;6;DLC1VampireCastleTest;Quick Test Cell;;;WindhelmInteriorTemplate02;AAAPurkeyCave01;;;0;692;2;0;0;0;;20;0;6;0
[00056C1B];5;5;Alftand02;Alftand Animonculory;;AlftandLocation;IceCave_HobsFall_LightingTemplateFar;DwarvenImagespace01;IntDungeonDwemerLarge;MUSDungeon;0;11;0;0;0;0;;0;0;0;0
[000165A3];5;5;WhiterunDragonsreach;Dragonsreach;DragonsreachOccupants;WhiterunDragonsreachLocation;WhiteRunIntLightingTemplate;WhiteRunIntIS;IntRoomWoodLargeAcousticSpace;MUSCastle;0;1;0;0;0;0;;0;0;0;0
[02010A8B];5;3;DLC1zFalmerValley03;Forgotten Vale Cave;;DLC1zFalmerValley03Location;DLC1DarkDungeonMedium;AAAPurkeyCave01;IntDungeonCave;MUSDungeonIce;1;236;19;0;0;5;DLC1LvlChaurusHunter,DLC1LvlChaurusHunterCocoonAmbush,EncChaurus,LvlChaurus;24;3;4;1
[02005EAB];5;3;DLC1RedwaterDen01;Redwater Den;;DLC1RedwaterDenLocation;MineTemplateMedium;AAAPurkeyCave01;IntDungeonFortAcousticSpace;MUSDungeonFort;1;2105;119;0;1;21;DLC1dunRedwaterDenAddict3,DLC1dunRedwaterDenAddict4,DLC1dunRedwaterDenAddictCWMaleCommander,DLC1dunRedwaterDenBouncer,DLC1dunRedwaterDenKhajiitM,DLC1dunRedwaterDenVampireThrallDealer,DLC1dunRedwaterDenVampireThrallWizardEvenTonedM,DLC1LvlDeathHound_Indoor,LvlSkeletonMeleeMixed,LvlVampire,LvlVampireBossMaleVampireDarkElf,LvlVampireThrallMelee2H,LvlVampireThrallMeleeTank,LvlVampireThrallMissile,LvlVampireThrallWizard,TreasCorpseCommonerWoodElfMale,TreasCorpseDraugrFemale,TreasCorpseWarlockBretonFemale;44;5;30;35
[0003D62B];5;3;DA14Interior;Misty Grove;;;FalmerTemplateClose;DA14Imagespace;IntDA14Interior;MUSTavern;0;0;0;0;0;0;;0;0;0;0
[00016BCF];5;3;RiftenRaggedFlagon;The Ragged Flagon;RiftenRaggedFlagonFaction;RiftenRaggedFlagonLocation;RiftenRatwayClose;RiftenRatway_Imagespace;IntSewerRatway;MUSDungeonFort;0;5;4;0;2;1;DLC1Surgeon;2;0;1;0
[0200384F];5;1;DLC1FalmerTemple01;Inner Sanctum;;DLC1FalmerValleyTempleLocation;DefaultLightingTemplate;;IntDungeonCaveIce01;MUSExploreDLCFalmerValley;2;1168;50;0;0;11;DLC1FrostGiantAggresive,TreasCorpseSkeletonRigid;31;3;8;7
[000B1783];5;1;CTest;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;7;0;3;0;0;;0;0;3;0
[00039F67];5;1;WICourierCell;;;HoldingCell;;DefaultImageSpaceDungeon;;;0;0;0;0;0;0;;0;0;0;0
[00015257];5;1;Raldbthar01;Raldbthar;;RaldbtharLocation;DwarvenLightingMedium;DwarvenImagespace01;IntDungeonDwemerMedium;MUSDungeonCave;1;1;1;0;0;0;;0;0;0;0
[00016A0C];4;8;SolitudeBardsCollege;Bards College;SolitudeBardsCollegeFaction;SolitudeBardsCollegeLocation;SolitudeInteriorShops;SolitudeInteriorLgIS;IntRoomStoneNarrowAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[02007066];4;7;DLC1Ruunvald02;Ruunvald Temple;;DLC1RuunvaldLocation;AlikrBaseLightingTemplate;BleakFallsBarrowImagespace01;IntDungeonCatacombsLargeAcousticSpace;MUSDungeon;2;501;22;0;0;3;DLC1DunRuunvaldMoric,DLC1DunRuunvaldVigCrossbow,DLC1RuunvaldWarlockBoss;13;1;2;10
[00059398];4;6;HagsEnd01;Hag's End;;HagsEndLocation;IceCaveMedium;IceMineImagespace;;MUSDungeon;0;1;1;0;0;0;;0;0;0;0
[0003E908];4;6;ChillwindDepths01;Chillwind Depths;;ChillwindDepthsLocation;WaterCaveTemplate;FalmerImageSpace01;IntDungeonCave;MUSDungeonCave;0;28;10;4;0;4;DLC1LvlChaurusHunterCocoonAmbushLevelGated,DLC1LvlChaurusNoHunter,dunChillwind_LvlFalmerAmbushMissile;0;0;2;0
[00016D72];4;5;MarkarthWarrens;The Warrens;MarkarthWarrensTenantsFaction;MarkarthWarrensLocation;MarkarthLightingClose;MarkarthImageSpace;IntDungeonMine01;MUSTownTest;1;4;2;0;1;0;;0;0;1;0
[02003BF0];4;4;DLC1Ruunvald01;Ruunvald Excavation;;DLC1RuunvaldLocation;AlikrBaseLightingTemplate;CaveImageSpace;IntDungeonMine01;MUSDungeon;1;1799;92;0;0;16;DLC1DunRuunvaldVigCrossbow,DLC1DunRuunvaldVigMelee,DLC1DunRuunvaldVolk,DLC1RuunvaldHusky;44;5;18;36
[02003358];4;4;testJoelDLCholdingCell;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;2;51;0;0;0;0;;0;0;0;0
[01002FD4];4;4;ccPlaceholder06Interior01;Creation Club Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;1;1;0;0;0;;0;0;0;0
[000C7348];4;4;HallOfTheVigilant01;Hall of the Vigilant;VigilantOfStendarrFaction;HalloftheVigilantLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreMountain;0;3;3;0;0;0;;0;0;1;1
[000AA20C];4;4;LiarsRetreat01;Liar's Retreat;;LiarsRetreatLocation;FalmerTemplateInitial;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonFort;0;2;0;0;0;0;;0;0;0;0
[02008E52];4;3;DLC1HunterValleyCave01;Mossy Glen Cave;;;GreenCaveMedium;;IntDungeonCatacombsAcousticSpace;MUSDungeonFort;1;189;2;0;0;5;EncSkeever,LvlBearAll;6;6;0;3
[02005EAA];4;3;DLC1RedwaterDen02;Redwater Spring;;DLC1RedwaterDenLocation;MineTemplateMedium;AAAPurkeyCave01;IntDungeonCatacombsAcousticSpace;MUSDungeonFort;58;2020;133;0;0;16;DLC1dunRedwaterDenBeggarMaleOldGrumpy,DLC1LvlDeathHound_Indoor,DLC1LvlVampireBossImperialM,DLC1LvlVampireThrallMeleeCommonerAcM,EncSkeleton01Melee1H,EncSkeleton01Missile,LvlVampire,LvlVampireBoss,LvlVampireThrallConjurer,TreasCorpseCommonerHighElfFemale,TreasCorpseCommonerOrcFemale;38;11;20;21
[02005734];4;2;DLC1Bthalft01;Aetherium Forge;;DLC1BthalftAetheriumForgeLocation;DefaultLightingTemplate;;IntDungeonDwemerMedium;MUSDungeonIce;3;2002;254;0;87;18;DLC1LD_Forgemaster,DLC1LD_LvlDwarvenSphereAmbush,DLC1LD_LvlDwarvenSpiderAmbush,EncDwarvenSpider01;30;24;33;10
[010030EC];4;2;ccPlaceholder12Interior01;Creation Club Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;6;2;4;0;0;;0;0;0;0
[00018460];4;2;HunterShack;Froki's Shack;dunHunterFroki;FrokisShackLocation;DefaultLightingTemplate;DefaultImageSpace;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;2;1;0;0;2;dunHunterChild,dunHunterFroki;0;0;0;0
[0003FF10];4;0;FellglowKeep02;Fellglow Keep;;FellglowKeepLocation;DarklightTowerTemplate;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonFort;0;2;0;1;0;0;;0;0;0;0
[0005EAC7];3;8;aaaMarkers;Marker Storage Unit;;;;;;;0;0;0;0;0;0;;0;0;0;0
[02007065];3;7;DLC1TestCellRJ;DLC1LD Quest Holding Cell;;;DefaultLightingTemplate;;;_NONE;1;359;0;0;0;0;;15;0;0;0
[020154D5];3;5;DLC1VampireCastleZCell2;Volkihar East Tower;;DLC1VampireCastleDungeonLocation;DLC1VolkhairCastleBlueLT;AAAPurkeyCave01;IntDungeonFortAcousticSpace;MUSDungeonDLCVampireCastle;1;210;1;0;0;0;;3;0;1;1
[01002FD3];3;4;ccPlaceholder05Interior01;Creation Club Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;1;1;0;0;0;;0;0;0;0
[0200285D];3;3;DLC1MolderingRuins01;Moldering Ruins;;DLC1MolderingRuinsLocation;DefaultLightingTemplate;AAAPurkeyCave01;IntDungeonCatacombsAcousticSpace;MUSDungeonFort;2;453;7;0;0;5;LvlVampireBoss,LvlVampireThrallMeleeEvenTonedF,TreasCorpseDraugrFemale,TreasCorpseDraugrMale;6;4;8;18
[010030EB];3;2;ccPlaceholder13Interior01;Creation Club Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;5;1;4;0;0;;0;0;0;0
[0001525F];3;2;HobsFallCave01;Hob's Fall Cave;;HobsFallCaveLocation;IceCave_HobsFall_LightingTemplate;DefaultImageSpaceDungeon;IntDungeonCaveIce01;MUSDungeonIce;0;1;0;0;0;0;;0;0;0;0
[0200DF7D];3;1;DLC1DBTest;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;347;7;0;3;3;LvlHunter;3;0;0;0
[02002B69];3;1;DLC1NPCHome;holding cell;;HoldingCell;DefaultLightingTemplate;DefaultImageSpace;;;1;68;0;0;0;0;;4;0;0;0
[000471DC];2;9;FrostflowAbyss;Frostflow Abyss;;FrostflowLighthouseLocation;IceCaveMedium;IceImagespace;IntDungeonCaveIce01;MUSDungeonIce;1;36;16;2;0;3;DLC1LvlChaurusHunterCocoonAmbushLevelGated,EncChaurus;0;0;2;0
[02019DFE];2;8;DLC1VampireCastleBossRoom;Volkihar Cathedral;;DLC1VampireCastleGuildhallLocation;DLC1VolkhairCastleBlueLT;CastleVampireIS;IntRoomStoneLargeAcousticSpace;MUSDungeonDLCVampireCastle;6;377;96;0;14;16;DLC1dunHarkonFontActor,DLC1dunHarkonVCSkeletonMage_Ambush,DLC1dunHarkonVCSkeletonWarrior1h1_Ambush,DLC1dunHarkonVCSkeletonWarrior2h_Ambush,DLC1dunHarkonVCSkeletonWarriorMissile1_Ambush,DLC1HarkonCombatMagic,DLC1HarkonCombatMelee,DLC1LvlGargoyle_Ambush,EncSkeleton01AmbushMelee1H,EncSkeleton01AmbushMelee1HShield,EncSkeleton01AmbushMelee2H,EncSkeleton01AmbushMissile,EncSkeleton01AmbushMissileHoldPositionLinkCustom02256;6;2;13;1
[000CCDAA];2;8;WarehouseFurniture;Warehouse Furniture;;;DefaultLightingTemplate;TestSnowCaveIS;;;0;9;0;0;0;0;;1;0;2;0
[00015290];2;7;DuskglowCrevice01;Duskglow Crevice;;DuskglowCreviceLocation;IceCaveMedium;IceImagespace;IntDungeonCave;MUSDungeonCave;0;2;0;0;0;2;DLC1LvlChaurusNoHunterAmbush;0;0;0;0
[02000804];2;5;VampireDungeon01;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;17;0;0;0;0;;1;0;0;0
[02008482];2;2;DLC1zFalmerValley01;Darkfall Grotto;;DLC1zFalmerValley01Location;DLC1DarkDungeonFar;BlackreachImagespace;IntDungeonCaveIce01;MUSDungeonIce;8;819;26;0;0;14;DLC1FalmerFeralMelee,DLC1LvlChaurusHunter,EncChaurus,TreasCorpseFalmer;41;33;0;5
[02004346];2;2;DLC1DarkfallCave01;Darkfall Cave;;DLC1DarkfallCaveLocation;DLC1DarkDungeonMedium;CastleVampireIS;DLC1IntDarkDungeonCave;MUSDungeonCave;3;2305;100;0;5;15;DLC1dunDarkfallTreasCorpse01,DLC1Gelebor,EncFrostbiteSpiderGiant,EncTroll,LvlFrostbiteSpiderNoGiant,LvlFrostbiteSpiderNoGiantAmbush,TreasCorpseSkeletonRigid;76;43;12;15
[00078124];2;1;Raldbthar02;Raldbthar Deep Market;;RaldbtharLocation;DwarvenLightingFar;FalmerImageSpaceFar01;IntDungeonDwemerMedium;MUSDungeonCave;3;76;12;4;3;3;LvlDwarvenAutomaton,LvlDwarvenSphere,LvlDwarvenSpiderUseWeapon;1;0;0;1
[0001FA4C];2;1;CWGuardTemplates;;;CWGuardTemplatesLocation;;DefaultImageSpaceDungeon;;;0;0;0;0;0;0;;0;0;0;0
[02009BDE];2;0;DLC1HunterCave01;Dead Drop Falls;;DLC1DeadDropFallsLocation;GreenCaveCloseDark;CaveImageSpace;IntDungeonCaveEpicAcousticSpace;MUSDungeonFort;16;1223;20;0;0;1;EncSkeever;34;15;0;26
[00032AE7];1;9;QASmoke;Editor Smoke Test Cell;;;;AAAPurkeyCave01;;;0;22;0;1;0;0;;1;0;0;3
[020064B5];1;8;TestCoryDLC01;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;343;1;0;0;0;;43;0;4;0
[00097299];1;6;WindhelmPalaceUpstairs01;Palace of the Kings Upstairs;WindhelmPalace;WindhelmPalaceOfTheKingsLocation;WindhelmInteriorTemplate02;DefaultImageSpaceDungeon;IntRoomStoneNarrowAcousticSpace;MUSCastle;0;1;0;0;0;0;;0;0;0;0
[02000803];1;5;DLC1VampireCastleGuildhall;Volkihar Keep;;DLC1VampireCastleGuildhallLocation;DLC1VolkhairCastleLT;CastleVampireIS;IntVampireCastleGuildhall;MUSDungeonDLCVampireCastle;2;3236;357;0;6;27;DLC1CastleThrallTemplateDead,DLC1FeranSadri,DLC1FuraBloodmouth,DLC1GaranMarethi,DLC1Harkon,DLC1Hestla,DLC1HireableVampireDeathhound1,DLC1HireableVampireDeathhound2,DLC1LvlCastleThrall,DLC1Modhna,DLC1Namasur,DLC1Orthjolf,DLC1RargalThrallmaster,DLC1Ronthil,DLC1SaloniaCaelia,DLC1Stalf,DLC1Vingalmo,DLC1VQ02FeastThrall1,DLC1VQ02FeastThrall2,DLC1VQ02VampLordLoadDummy,TreasCorpseAlchemist;50;9;93;45
[000AF227];1;5;Mzulft04z;Dwarven Storeroom;;MzulftLocation;DwarvenLightingClose;DwarvenFoggyImagespace;IntDungeonDwemerMedium;MUSDungeonFort;0;25;6;3;0;0;;0;0;0;0
[020074F5];1;4;DLC1WarehouseAmbushes;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;284;22;0;0;12;DLC1LvlChaurusHunterCocoonAmbush,DLC1LvlSoulCairnBonemanMelee,DLC1LvlSoulCairnBonemanMeleeAmbush,DLC1LvlSoulCairnBonemanMissile,DLC1LvlSoulCairnBonemanMissileAmbush,DLC1LvlSoulCairnMistman,DLC1LvlSoulCairnMistmanAmbush,DLC1LvlSoulCairnWrathman,DLC1LvlSoulCairnWrathmanAmbush,LvlDraugrAmbushMelee2HMale,LvlFrostbiteSpiderNoGiantAmbush;6;0;8;0
[02006429];1;4;DLC1SoulCairnReaperCell;Reaper's Lair;;DLC1SoulCairnLocation;DLC1DarkDungeonClose;DefaultImageSpaceDungeon;IntDungeonCatacombsAcousticSpace;MUSDread;1;161;22;0;4;5;DLC01SoulCairnReaper,DLC1LvlSoulCairnBonemanMeleeAmbush,DLC1LvlSoulCairnBonemanMissileAmbush;3;0;5;0
[01002FD1];1;4;ccPlaceholder03Interior01;Creation Club Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;1;1;0;0;0;;0;0;0;0
[000275D9];1;4;TolvaldsCave02;Tolvald's Gap;;TolvaldsCaveLocation;FalmerTemplateClose;FalmerImageSpace01;IntDungeonCave;MUSDungeonCave;0;11;2;2;0;0;;0;0;0;0
[0200285B];1;3;DLC1VampireCastleDungeon01;Volkihar Undercroft;;DLC1VampireCastleDungeonLocation;DLC1VolkhairCastleLT;CastleVampireIS;IntDungeonFortAcousticSpace;MUSDungeonDLCVampireCastle;2;1402;100;0;1;14;DLC1LvlDeathHound_Indoor,DLC1VCDungeonFeralVampire,DLC1VCEncFrostbiteSpiderGiantAmbush,DLC1VCSkeletonMage,EncSkeeverAggroRadius1024,TreasCorpseSkeleton,TreasCorpseSkeletonRigid;24;9;3;18
[02008995];1;2;DLC1zFalmerValley02;Sharpslope Cave;;DLC1zFalmerValley02Location;DLC1DarkDungeonMedium;AAAPurkeyCave01;IntDungeonCave;MUSDungeonIce;1;403;20;0;0;5;LvlChaurus,LvlFalmerBoss,LvlFalmerMissile,LvlFalmerShaman;27;5;1;1
[0007E00F];1;1;WarehouseAmbushes;Warehouse Ambushes;;WarehouseLocation;DefaultLightingTemplate;DefaultImageSpaceDungeon;;;0;34;9;0;0;4;DLC1LvlChaurusNoHunterAmbush,DLC1LvlGargoyle_Ambush,LvlDraugrAmbushMelee1HMale;1;0;3;0
