FormID;Block;Sub-Block;EditorID;Name;Ownership;Location;LightingTemplate;ImageSpace;AcousticSpace;Music;Navmeshes;References;Persistent;Deleted;Disabled;Spawns;SpawnsList;Lights;Sounds;Furnitures;Containers
[03015154];6;5;BYOHHouse2HjaalmarchBasement;Windstad Manor, Cellar;;BYOHHouse2LocationInterior;WhiteRunIntMedLightingTemplate;;;MUSTownTest;1;511;203;0;25;0;;5;0;2;19
[0001521C];6;5;ShimmermistCave01;Shimmermist Cave;;ShimmermistCaveLocation;FalmerTemplateClose;FalmerImageSpace01;IntDungeonCave;MUSDungeonCave;0;6;0;0;0;0;;0;0;0;0
[0401C080];6;1;DLC2DamphallMine01;Damphall Mine;;DLC2DamphallMineLocation;BleakFallsBarrowMedium;CaveImageSpace;IntDungeonMine01;MUSDungeonCave;0;14;1;0;0;0;;0;0;0;0
[00069858];6;1;AlftandZCell;Alftand Ruined Tower;;AlftandLocation;IceCaveMedium;IceImagespace;IntDungeonDwemerMedium;MUSDungeon;0;7;3;0;0;2;ccBGSSSE001_TreasCorpseFishermanNordM,ccBGSSSE001_TreasCorpseFishermanNordMSecond;0;0;0;0
[00016DFF];5;9;MarkarthArnleifandSonsTradingCompany;Arnleif and Sons Trading Company;MarkarthArnleifandSonsFaction;MarkarthArnleifandSonsTradingCompanyLocation;MarkarthLightingClose;MarkarthImageSpace;IntRoomStoneMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;1
[0004401B];5;5;DruadachRedoubt01;Druadach Redoubt Cave;;DruadachRedoubtLocation;BleakFallsBarrowMedium;CaveImageSpace;IntDungeonCaveEpicAcousticSpace;MUSDungeonCave;0;4;0;0;0;0;;0;0;0;0
[00016BD9];5;4;RiftenPawnedPrawn;Pawned Prawn;RiftenPawnedPrawnFaction;RiftenPawnedPrawnLocation;RiftenInteriors;RiftenInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;1
[03004849];5;0;BYOHHouse1FalkreathBasement;Lakeview Manor, Cellar;;BYOHHouse1LocationInterior;WhiteRunIntMedLightingTemplate;;;MUSTownTest;1;519;203;0;25;0;;5;0;2;19
[00016DFE];4;9;MarkarthSilverBloodInn;Silver-Blood Inn;MarkarthSilverBloodInnFaction;MarkarthSilverBloodInnLocation;MarkarthLightingClose;MarkarthImageSpace;IntRoomStoneMediumAcousticSpace;MUSTavernB;0;1;1;0;0;1;ccBGSSSE001_MiscMarkarthFishingStudent;0;0;0;0
[04017EC0];4;8;DLC2RRTheRetchingNetch;The Retching Netch;DLC2RRNetchFaction;DLC2RRRetchingNetchLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;MUSTavernB;0;1;0;0;0;0;;0;0;0;0
[0003E908];4;6;ChillwindDepths01;Chillwind Depths;;ChillwindDepthsLocation;WaterCaveTemplate;FalmerImageSpace01;IntDungeonCave;MUSDungeonCave;0;5;1;0;0;0;;0;0;0;0
[00016782];4;3;WindhelmSadrisUsedWares;Sadri's Used Wares;WindhelmPawnshopOwnerFaction;WindhelmSadrisUsedWaresLocation;WindhelmInteriorTemplate03;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[0005554A];4;1;LostProspectMine01;Lost Prospect Mine;;LostProspectMineLocation;CidhnaMine_LightingTemplateClose;DefaultImageSpaceDungeon;IntDungeonMine01;MUSDungeonCave;0;5;0;0;0;0;;0;0;0;0
[000133C9];3;9;RiverwoodRiverwoodTrader;Riverwood Trader;RiverwoodRiverwoodTraderFaction;RiverwoodLucansDryGoodsLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;1;0;0;0;0;;0;0;0;1
[0005EAC7];3;8;aaaMarkers;Marker Storage Unit;;;;;;;0;10;10;0;0;1;ccBGSSSE001_FishPlaqueNPC;0;0;0;0
[02004346];2;2;DLC1DarkfallCave01;Darkfall Cave;;DLC1DarkfallCaveLocation;DLC1DarkDungeonMedium;CastleVampireIS;DLC1IntDarkDungeonCave;MUSDungeonCave;0;4;0;0;0;0;;0;0;0;0
[02009BDE];2;0;DLC1HunterCave01;Dead Drop Falls;;DLC1DeadDropFallsLocation;GreenCaveCloseDark;CaveImageSpace;IntDungeonCaveEpicAcousticSpace;MUSDungeonFort;0;16;1;0;0;0;;0;0;0;0
[000152AE];2;0;BroodCavern01;Brood Cavern;;BroodCavernLocation;GreenCaveMedium;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;5;1;0;0;0;;0;0;0;0
[00013A76];2;0;FalkreathGrayPineGoods;Gray Pine Goods;FalkreathGrayPineGoodsFaction;FalkreathGrayPineLuxuriesLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;MUSExploreForestPine;0;1;0;0;0;0;;0;0;0;1
[00013813];1;9;WinterholdRanmirshouse;Birna's Oddments;WinterholdRanmirsHouseFaction;WinterholdRanmirsHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreMountain;0;1;0;0;0;0;;0;0;0;1
[000165B3];1;7;WhiterunBelethorsGeneralGoods;Belethor's General Goods;WhiterunBelethorsGoodsFaction;WhiterunBelethorsGeneralGoodsLocation;WhiteRunIntLightingTemplate;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;1
[00013A89];1;2;DawnstarBarracks;Dawnstar Barracks;GuardFactionDawnstar;DawnstarBarracksLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreSnow;0;0;0;0;0;0;;0;0;0;0
[000152A2];0;9;ClearspringTarn01;Clearspring Cave;;ClearspringTarnLocation;IlinaltasDeep_LightingTemplate;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;5;0;0;0;0;;0;0;0;0
[00067F2A];0;7;SnaplegCave01;Snapleg Cave;;SnaplegCaveLocation;DarklightTowerTemplate;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;4;0;0;0;0;;0;0;0;0
[00016BD4];0;4;RiftenHaelgasBunkhouse;Haelga's Bunkhouse;RiftenHaelgasBunkhouseFaction;RiftenHaelgasBunkhouseLocation;RiftenInteriors;RiftenInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;4;1;0;0;0;;0;0;1;1
