FormID;Block;Sub-Block;EditorID;Name;Ownership;Location;LightingTemplate;ImageSpace;AcousticSpace;Music;Navmeshes;References;Persistent;Deleted;Disabled;Spawns;SpawnsList;Lights;Sounds;Furnitures;Containers
[020FA94B];9;7;CYRBravilInterior23B;Valetla Oath-Bound's House;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;0;0;0;0;0;;0;0;0;0
[020F981B];9;7;CYRKvatchCastleGreatHall;;;;CYRCastleIntTemplate;;;;0;503;5;0;0;2;CYRAgathaOrtinian,CYRAgvaldMeatCleaver;26;0;13;0
[020D79EB];9;7;CYRKvatchHopeoftheForlorn;Hope of the Forlorn;CYRKvatchHopeoftheForlornFaction;CYRKvatchHopeoftheForlornLocation;CYRKvatchInteriorClose;CYRKvatchInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;535;33;0;2;4;CYRBarshnugtheYounger,CYRInvio,CYRNorvella,CYRVerenya;20;0;14;17
[0208B537];9;7;CYRWerewolfTestCell;;;;DefaultLightingTemplate;;;;1;53;0;0;0;3;CYREncHumanWerewolfA,CYREncHumanWerewolfB,CYREncHumanWerewolfC;1;0;0;0
[020FA941];9;6;CYRBravilInterior04A;Marao's House;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;2;1;0;0;0;;0;0;0;0
[020F673D];9;6;CYRKvatchBookstore02OLD;;;;;;;;0;0;0;0;0;0;;0;0;0;0
[020EF1A9];9;6;CYRNiryastare02;Niryastare Silaseli;;CYRNiryastareLocation;CYRAyleidLightingFar;DefaultImageSpaceDungeon;CYRIntDungeonAyleidRuinAcousticSpace;CYRMUSDungeonAyleid;3;350;3;0;0;8;CYRdunAyleidSkeleton01Melee1H,CYRdunAyleidSkeleton03Missile,CYRLvlAyleidUndeadBow,CYRLvlAyleidUndeadMelee1H;18;7;5;5
[020DC4E1];9;6;CYRFortStrand02;Fort Strand, Great Dome;;CYRFortStrandLocation;ImperialFortCloseTemplate;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;CYRMUSDungeonFort;1;1065;41;0;0;18;CYREncSoldierImperialImperialM01,CYREncSoldierImperialImperialM02,CYREncSoldierImperialImperialM03,CYREncWarlockAtro05HighElfM,CYREncWarlockAtro06ImperialM,CYRLvlDremoraMelee,CYRLvlDremoraMissile,CYRTreasCorpseSkeleton,EncWarlockAtro01BretonF,TreasCorpseSkeleton;21;10;1;14
[020D79E1];9;6;CYRKvatchinterior14;Coren Goptev's House;;CYRKvatchCorneliussHouseLocation;CYRKvatchInteriorClose;CYRKvatchInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;CYRMUSTown;0;109;2;0;0;0;;1;0;2;2
[02083A85];9;6;CYRPellsGateInterior03;;;;;;;CYRMUSTavern;0;64;1;0;0;0;;0;0;0;0
[020FA937];9;5;CYRBravilInterior15;Ethanir's House;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;0;0;0;0;0;;0;0;0;0
[020D9593];9;5;CYRNenalata01;Nenalata;;CYRNenalataLocation;CYRAyleidIntTemplate;CYRAyleidImagespace01;CYRIntDungeonAyleidRuinAcousticSpace;CYRMUSDungeonAyleid;0;9;2;0;0;0;;0;0;0;0
[020D79D7];9;5;CYRKvatchAlovFamilyBrewers;Alov Family Brewers;CYRKvatchAlovBrewersFaction;CYRKvatchAlovFamilyBrewersLocation;CYRKvatchInteriorClose;CYRKvatchInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;638;2;0;0;2;CYRAlanaAlov,CYRLucanAlov;10;0;6;31
[02083A7B];9;5;CYRWeyeDurashGraAgumHouse;Durash gra-Agum's House;;CYRWeyeInteriorLocation08;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;CYRMUSTown;1;62;2;0;0;0;;4;0;5;5
[02003687];9;5;CYRtelmolkadish;Tel Molkadish;;;GreenCaveMedium;;;;0;372;6;0;0;0;;1;0;0;0
[02083A71];9;4;CYRBrinaCrossInterior04;The Golden Retreat;;CYRBrinaCrossInteriorLocation04;;;;;1;293;3;0;0;0;;9;0;21;10
[020781AD];9;4;CYRFrostCragSpireTower;Frostcrag Spire Tower;CYRCollegeOfWhispersFaction;CYRFrostcragspireLocation;WhiteRunIntMedLightingTemplate;BleakFallsBarrowImagespace01;IntRoomStoneMediumAcousticSpace;CYRMUSLocationFrostcragSpire;1;162;15;0;0;1;CYRRavilFandrani;5;1;2;1
[02075971];9;4;CYRWatersEdgeInterior06;The Niben Emerald;;CYRWatersEdgeInterior06Location;RiftenInteriors;;;;1;368;11;0;0;0;;9;0;19;10
[0206E379];9;4;CYRBrumaBasementRenod;Renod's Basement;CYRBrumaRenodsHouseFaction;CYRBrumaRenodsHouseLocation;WhiteRunIntMedLightingTemplate;WhiteRunIntIS;IntRoomStoneMediumAcousticSpace;CYRMUSTown;2;107;1;0;0;0;;2;0;0;3
[020DBB63];9;3;CYRCrowhavenBurialHalls;Crowhaven, Burial Halls;;CYRCrowhavenLocation;ImperialFortCloseTemplate;WetInteriorImageSpace;IntDungeonFortAcousticSpace;CYRMUSDungeonFort;1;766;43;0;0;12;CYREncRat,CYREncSkeleton01Missile,CYRLvlVampire,CYRLvlVampireThrallMeleeAny,CYRTreasCorpseSkeleton;16;1;1;29
[020F376D];9;2;CYRNagastanizTestRoom;Delete after use!;;;;;;;0;821;4;0;0;1;LvlAnimalForestPredator;5;4;2;0
[0206C1CD];9;2;SynodInteriorTemplate;;;;WhiteRunIntMedLightingTemplate;;;;0;40;0;0;0;0;;14;0;0;0
[020F0FEF];9;1;CYRNagastaniGandrasel;Nagastani Gandrasel;;;;;IntDungeonCatacombsLargeAcousticSpace;MUSDungeon;0;1412;5;0;0;1;Deekus;18;0;0;1
[020A9ED3];9;1;CYRForesterOutpostForestMountainInterior01;Sercen Hills Forester Outpost;;CYRForesterOutpostLocation;FarmLightingTemplate;;;;1;120;2;0;0;0;;3;0;5;4
[0206765F];9;1;CYRBrumaShack05RiljasHouse;Rilja's Shack;CYRServicesBrumaRelics;CYRBrumaRiljasHouseLocation;RiftenRatwayClose;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;101;3;0;0;1;CYRRiljaStoneHearth;3;0;4;8
[020020E3];9;1;CYRBrumaInterior03;Upper Class House;;CYRBrumaInterior03Location;WhiteRunIntMedLightingTemplate;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;8;2;0;0;0;;0;0;0;0
[02064E7D];9;0;CYRTestingScenes;Scene testing warehouse;;;DefaultLightingTemplate;SolitudeInteriorIS;;;1;19;1;0;0;0;;1;0;0;0
[020DAE56];8;9;CYRWeyeWarehouseRumare;Lake Rumare Warehouse;;;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;;0;3;1;0;0;0;;0;0;0;0
[020D54E2];8;9;CYRJerallHuntersShackDestroyed;Hunter's Shack;;CYRJerallHunterShackLocation;RiftenRatwayMed;DefaultImageSpace;IntRoomWoodMediumAcousticSpace;CYRMUSExploreMountain;1;94;10;0;1;3;BSKLvlScamp,CYREncDog,CYREncHunterNordMNibenese;2;0;1;8
[020D30F2];8;9;CYRDzonotCave;Dzonot Cave;;CYRDzonotCaveLocation;DefaultLightingTemplate;DefaultImageSpaceDungeon;IntDungeonCave;CYRMUSDungeonCave;1;168;2;0;0;1;CYRLvlBanditMissile;2;0;0;0
[02088606];8;9;CYRSedorV203;Depths of Sedor;;CYRSedorLocation;;CYRAyleidImagespace01;IntRoomStoneMediumAcousticSpace;CYRMUSDungeonAyleid;1;842;72;0;0;25;CYRLvlAyleidSkeletonBow,CYRLvlAyleidSkeletonMelee,CYRLvlAyleidUndeadAmbushBow,CYRLvlAyleidUndeadAmbushMagic,CYRLvlAyleidUndeadAmbushMeleeAny,CYRLvlAyleidUndeadBow,CYRLvlAyleidUndeadBowHoldPos,CYRLvlAyleidUndeadMelee1H,CYRLvlAyleidUndeadMelee2H,CYRLvlSedorBoss;42;0;11;18
[020FA954];8;8;CYRBravilInterior22;Synod Conclave;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;0;0;0;0;0;;0;0;0;0
[020EFD10];8;8;CustomHrotaCave;Hrota Cave;;CragslaneCavernLocation;MineTemplateMedium;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;519;3;0;0;0;;25;9;9;31
[020D79F4];8;8;CYRKvatchChapelLivingQuarters;Chapel Hall;CYRKvatchChapelofAkatoshFaction;CYRKvatchChapelofAkatoshLocation;WhiteRunIntMedLightingTemplate;WhiteRunIntIS;IntRoomStoneMediumAcousticSpace;CYRMUSTown;1;122;5;0;0;5;CYRBarthelmy,CYRIstrusNorwick,CYRMobiusOrius,CYRPrimatePatriciaOrius,CYRRolancano;12;0;11;8
[0207F128];8;8;CYRFortHorunn02;Fort Horunn, Praetorian Hall;;CYRFortHorunnLocation;HelgenKeepClose;WetInteriorImageSpace;IntDungeonFortAcousticSpace;CYRMUSDungeonFort;1;2905;103;0;10;13;CYRLvlScampWarlockAlly,CYRLvlWarlockConjurer,CYRLvlWarlockConjurerBoss,CYRLvlWarlockConjurerFemale,CYRLvlWarlockConjurerHoldPos256,CYRTreasCorpseCommonerImperialFemale,CYRTreasCorpseSkeletonRigid,TreasCorpseSkeleton;47;2;32;83
[0207CAE0];8;8;CYRBorealStoneCave;Boreal Stone Cave;;CYRBorealStoneCaveLocation;IceCaveMedium;IceImagespace;IntDungeonCave;CYRMUSDungeonCave;1;364;17;0;2;8;CYRdunBorealStoneCaveOgre,CYREncHorsePaint,CYREncWolf,CYRLvlHorse,CYRTreasCorpseBanditNordMale,CYRTreasCorpseCommonerImperialMale,CYRTreasCorpseSkeletonRigid;5;6;0;1
[020FA94A];8;7;CYRBravilInterior24B;Allie Dielle's House;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;0;0;0;0;0;;0;0;0;0
[020D8606];8;7;CYRMaulochdurMines;Maulochdur Mines;;;MineTemplateFar;;IntDungeonMine01;CYRMUSDungeonCave;0;377;20;0;0;0;;26;0;13;8
[020D79EA];8;7;CYRKvatchAssiriDaroandHijharisHouse;Assiri-Daro and Hi'jhari's House;CYRKvatchAssiriDaroandHijharisHouseFaction;CYRKvatchAssiriDaroandHijharisHouseLocation;CYRKvatchInteriorClose;CYRKvatchInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;43;2;0;0;2;CYRAssiriDaro,CYRHiJhari;0;0;0;0
[0208B536];8;7;CYRRiversideShack;Riverside Shack;;CYRRiversideShackLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;CYRMUSExploreMountain;1;48;2;0;0;0;;3;0;1;1
[020FA940];8;6;CYRBravilInterior05;Parius and Astira's House;;;RiftenInteriors;RiftenInterior_ImageSpace;;;1;213;2;0;0;0;;6;1;6;18
[020F673C];8;6;CYRTombOfUlnacHie01;Tomb of Ulnac Hie;;;CYRUnderpallTemplate;WhiteRunIntIS;;;1;238;4;0;1;6;BSKEncZombie02,BSKEncZombie03;11;0;0;12
[020D79E0];8;6;CYRKvatchinterior15;Edgar Last-Sight's House;;CYRKvatchEdgarLastSightsHouseLocation;CYRKvatchInteriorClose;CYRKvatchInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;280;2;0;0;1;CYREdgarLastSight;15;1;10;12
[0209FDB0];8;6;CYRTrumbe;Trumbe;;CYRTrumbeLocation;CYRAyleidLightingMedium;;CYRIntDungeonAyleidRuinAcousticSpace;CYRMUSDungeonAyleid;0;841;11;0;0;3;CYRdunAyleidSkeleton01Melee1H,CYRLvlAyleidUndeadAny;24;11;1;6
[02083A84];8;6;CYRPellsGateInterior02;;;CYRPellsGateInterior02Location;RiftenInteriors;;;CYRMUSTown;0;99;1;0;0;0;;5;0;4;13
[020FA936];8;5;CYRBravilInterior16;Maia Mercio's House;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;3;1;0;0;0;;0;0;0;0
[020D9592];8;5;CYRFortGrief01;Fort Grief;;CYRFortGriefLocation;HelgenKeepClose;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;CYRMUSDungeonFort;0;0;0;0;0;0;;0;0;0;0
[020D79D6];8;5;CYRKvatchWorkmansWares;Workman's Wares;CYRKvatchWorkmansWaresFaction;CYRKvatchWorkmansWaresLocation;CYRKvatchInteriorClose;CYRKvatchInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;185;7;0;0;1;CYRBurshagraAmur;3;1;6;4
[02083A7A];8;5;CYRWeyeBastienAdrardHouse;Bastien Adrard's House;;CYRWeyeInteriorLocation09;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;CYRMUSTown;1;77;1;0;0;0;;2;0;2;3
[0206ADFE];8;5;CYRFrostfireGlade02;Frostfire Cave, Cold's Embrace;;CYRFrostfireGladeLocation;IceCaveFar;IceImagespace;IntDungeonCaveIce02Large;CYRMUSDungeonCave;4;2249;88;0;1;24;CYRdunFrostfireFrostAtronachMiniBoss,CYRDunFrostfireGladeSteward,CYRdunFrostfireTreasCorpseSpecialLootFemale01,CYRdunFrostfireTreasCorpseSpecialLootMale01,CYRdunFrostfireTreasCorpseSpecialLootMale02,CYREncDeer,CYRLvlAmbientCreatures,CYRLvlOgre,CYRTreasCorpseCommonerImperialMale,EncAtronachFlame,EncAtronachFrost,EncIceWraithAmbush;48;28;15;19
[020D49C0];8;4;CYRWEHoldingCell01;;;HoldingCell;;DefaultImageSpaceDungeon;;;0;55;4;0;0;4;CYRWE20MarcDufonte,CYRWE23Doomsayer,CYRWE24Bodyguard,CYRWE24QuintusAmbivio;0;0;0;0
[02083A70];8;4;CYRBrinaCrossInterior05;;;CYRBrinaCrossInteriorLocation05;DraugrPriestMedium;;;;1;101;1;0;0;0;;5;0;6;8
[02081DEC];8;4;CYRRedRubyCave02;Red Ruby Hollows;;CYRRedRubyCaveLocation;BleakFallsBarrowFar;CYRUnmarkedCaveImagespace;IntDungeonMine01;CYRMUSDungeonCave;1;869;55;0;0;21;CYREncRat,CYRLvlVampire,CYRLvlVampireBoss,CYRLvlVampireThrallMelee1H,CYRLvlVampireThrallMeleeAny,CYRLvlVampireThrallMeleeTank,CYRLvlVampireThrallMissile,CYRLvlVampireThrallRedRubyCave,CYRTreasCorpseCommonerImperialFemale,CYRTreasCorpseSkeleton;35;8;20;16
[02075970];8;4;CYRNorthfringeSanctum04;Northfringe Upper Crypts;;;BleakFallsBarrowMedium;;IntDungeonCatacombsAcousticSpace;CYRMUSDungeonCave;3;2731;18;0;0;3;EncSkeever,LvlDraugrAmbushMelee1HMale;117;10;6;25
[0206F9BC];8;4;CYRCLoudRulerTempleArmory;Cloud Ruler Temple Armory;;CYRCloudRulerLocation;WhiteRunIntMedLightingTemplate;;IntRoomWoodMediumAcousticSpace;CYRMUSLocationCloudRuler;2;135;3;0;0;5;CYRLvlSkeletonDeadBladesMember,CYRLvlSkeletonDeadElf,CYRRaaslanSkeletonCRT;4;0;0;0
[0206E378];8;4;CYRBrumaBasementAlbecius;Jucani Basement;CYRBrumaJucaniResidenceFaction;CYRBrumaJucaniResidenceLocation;WhiteRunIntMedLightingTemplate;WhiteRunIntIS;IntRoomStoneMediumAcousticSpace;CYRMUSTown;1;249;1;0;0;0;;5;0;1;20
[020CC612];8;3;CYRFortRayles01;Fort Rayles;;CYRFortRaylesLocation;HelgenKeepClose;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;CYRMUSDungeonFort;0;32;1;0;0;0;;0;0;0;0
[020F376C];8;2;CYRNagastaniBuroseli;Nagastani Buroseli;;;;;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;1192;1;0;0;0;;35;0;3;5
[02079E80];8;2;CyrSilvertoothCaveV202;Silver Tooth Cave;;CYRSilvertoothCaveLocation;;YngolImagespace;IntDungeonCaveIce01;CYRMUSDungeonCave;2;1060;35;0;0;16;CYREncDeer,CYRLvlGoblinBerserker,CYRLvlGoblinBossMagic,CYRLvlGoblinBossMelee,CYRLvlGoblinMelee,CYRLvlGoblinMissile,CYRLvlGoblinMissileHoldPosition256,TreasCorpseSkeleton;22;7;3;6
[0206C1CC];8;2;JerallViewInteriorTemplate;;;;WhiteRunIntMedLightingTemplate;;;;0;37;0;0;0;0;;14;0;0;0
[020020EC];8;2;CYRBrumaGryfardPetonsHouse;Gryfard Peton's House;CYRBrumaGryfardPetonsHouseFaction;CYRBrumaGryfardPetonsHouseLocation;WhiteRunIntMedLightingTemplate;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;131;3;0;0;1;CYRGryfardPeton;6;0;3;10
[020F0FEE];8;1;CYRNagastaniSedorsel;Nagastani Sedorsel;;;;;IntDungeonCatacombsAcousticSpace;;1;2039;2;0;0;0;;30;0;0;2
[020A9ED2];8;1;CYRSilorn;Silorn;;CYRSilornLocation;CYRAyleidLightingFar;DefaultImageSpaceDungeon;CYRIntDungeonAyleidRuinAcousticSpace;CYRMUSDungeonAyleid;3;689;47;0;0;15;CYRLvlBanditBoss,CYRLvlBanditMelee1H,CYRLvlBanditMeleeAny,CYRLvlBanditMeleeTank,CYRLvlBanditMissile,CYRLvlBanditWizard;60;0;16;15
[0206765E];8;1;CYRBrumaShack04ArilusHouse;Arilus Quenti's Shack;CYRBrumaShackResidentsFaction;CYRBrumaShack04ArilusQuentisHouseLocation;RiftenRatwayClose;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;CYRMUSTown;1;61;4;0;1;1;CYRArilusQuenti;3;0;5;4
[020DA94C];8;0;aaaICInteriorTest;;;;;;;;0;16;0;0;0;0;;0;0;0;0
[0206C410];8;0;CYRBrumaCastleDungeon;Castle Bruma Dungeon;CYRBrumaCastleFaction;CYRBrumaCastleLocation;CYRCastleIntTemplate;WhiteRunIntIS;IntRoomStoneNarrowAcousticSpace;CYRMUSTown;1;407;48;0;0;1;CYRGenericPrisonerBruma;15;0;11;6
[020DAE55];7;9;CYRWatersEdgeInterior01;The Bloated Goat;CYRYzzira;CYRWatersEdgeInterior01Location;RiftenInteriors;RiftenInterior_ImageSpace;;CYRMUSTavernEast;15;378;3;0;0;1;CYRYzzira;7;0;21;14
[020D30F1];7;9;CYRCrumblingMine;Crumbling Mine;;;MineTemplateMedium;DefaultImageSpaceDungeon;IntDungeonMine01;CYRMUSDungeon;0;876;26;0;0;0;;28;0;1;4
[02088605];7;9;CyrGarlasAgea;Garlas Agea;;CYRGarlasAgeaLocation;CYRAyleidIntTemplate;IceImagespace;CYRIntDungeonAyleidRuinAcousticSpace;CYRMUSDungeonAyleid;1;1063;18;0;0;14;CYREncWarlockNecro01ImperialM,CYRTreasCorpseSkeleton,CYRTreasCorpseSkeletonRigid,TreasCorpseSkeletonRigid;40;13;6;18
[020FA953];7;8;CYRBravilInterior23A;Micella Plebo's House;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;0;0;0;0;0;;0;0;0;0
[020EFD0F];7;8;CYRSandstoneCavern01;Sandstone Cavern;;;CYRCaveLimestoneCloseDark;;IntDungeonCave;CYRMUSDungeonCave;3;1433;17;0;0;12;CYRLvlBanditMelee1H,CYRLvlBanditMissile,CYRLvlBanditWizard,CYRLvlGoblinBossMelee,CYRLvlGoblinMissile,CYRLvlScampWarlockAlly,CYRLvlTroll,CYRLvlWarlockNecromancer;56;0;7;9
[020D79F3];7;8;CYRKvatchChapelUndercroft;Chapel Undercroft;CYRKvatchChapelofAkatoshFaction;CYRKvatchChapelofAkatoshLocation;WhiteRunIntMedLightingTemplate;;IntRoomStoneMediumAcousticSpace;CYRMUSTown;1;137;8;0;1;3;CYRLvlZombie;11;0;8;4
[0207F127];7;8;CYRFortHorunn03;Fort Horunn, Legate Assembly;;CYRFortHorunnLocation;HelgenKeepClose;WetInteriorImageSpace;IntDungeonFortAcousticSpace;CYRMUSDungeonFort;1;1208;51;0;1;5;CYRLvlScampWarlockAlly,CYRLvlWarlockConjurer,CYRLvlWarlockConjurerMale;20;0;18;17
[02000D9F];7;8;CYRTestingHall;Cyrodiil Testing Hall;;CYRTestLoadscreensLoc;;;;;0;116;9;0;0;1;CYRBrumaFF13RiljaClone;5;0;1;11
[020FA949];7;7;CYRBravilInterior06B;Bravil Fishery;;;RiftenInteriors;RiftenInterior_ImageSpace;;;0;2;1;0;0;0;;0;0;0;0
