FormID;Block;Sub-Block;EditorID;Name;Ownership;Location;LightingTemplate;ImageSpace;AcousticSpace;Music;Navmeshes;References;Persistent;Deleted;Disabled;Spawns;SpawnsList;Lights;Sounds;Furnitures;Containers
[0002C778];6;3;DawnstarIronBreakerMine;Iron-Breaker Mine;;DawnstarIronBreakerMineLocation;CidhnaMine_LightingTemplate;DefaultImageSpaceDungeon;IntDungeonMine01;MUSDungeonCave;0;4;4;0;0;3;Bodil,Gjak,Karl;0;0;0;0
[0001605E];6;0;WhiterunBanneredMare;The Bannered Mare;WhiterunBanneredMareFaction;WhiterunBanneredMareLocation;WhiteRunIntLightingTemplate;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;MUSTavernB;0;1;1;0;0;1;BYOHUrchin_Lucia;0;0;0;0
[00016DFF];5;9;MarkarthArnleifandSonsTradingCompany;Arnleif and Sons Trading Company;MarkarthArnleifandSonsFaction;MarkarthArnleifandSonsTradingCompanyLocation;MarkarthLightingClose;MarkarthImageSpace;IntRoomStoneMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;1
[00016A0D];5;8;SolitudeAddvarsHouse;Addvar's House;SolitudeAddvarsHouseFaction;SolitudeAddvarsHouseLocation;SolitudeInteriorFarms;SolitudeInterior_Liz;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;3;3;0;0;3;Addvar,Greta,Svari;0;0;0;0
[00013867];5;7;RoriksteadLemkilsFarm;Lemkil's Farmhouse;RoriksteadLemkilsFarmFaction;RoriksteadLemkilsFarmLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;MUSExploreTundra;0;3;3;0;0;3;Britte,Lemkil,Sissel;0;0;0;0
[00016BD9];5;4;RiftenPawnedPrawn;Pawned Prawn;RiftenPawnedPrawnFaction;RiftenPawnedPrawnLocation;RiftenInteriors;RiftenInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;1
[000161F7];5;1;KatlasFarm;Katla's Farm;SolitudeKatlasFarmFaction;KatlasFarmInteriorLocation;SolitudeInteriorFarms;SolitudeInterior_Liz;IntRoomWoodMediumAcousticSpace;MUSExploreTundra;0;4;3;0;0;4;BYOHUrchin_Blaise,Katla,Knud,Snilling;0;0;0;0
[02004849];5;0;BYOHHouse1FalkreathBasement;Lakeview Manor, Cellar;;BYOHHouse1LocationInterior;WhiteRunIntMedLightingTemplate;;;MUSTownTest;2;355;85;0;94;1;BYOHHouseMannequin;6;0;8;42
[00013A79];5;0;FalkreathJarlsLonghouse;Jarl's Longhouse;FalkreathJarlsLonghouseFaction;FalkreathJarlsLonghouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodLargeAcousticSpace;MUSExploreForestPine;0;2;2;0;1;1;BYOHHousecarlFalkreath;0;0;0;0
[00016782];4;3;WindhelmSadrisUsedWares;Sadri's Used Wares;WindhelmPawnshopOwnerFaction;WindhelmSadrisUsedWaresLocation;WindhelmInteriorTemplate03;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;1
[00016778];4;2;WindhelmHjerim;Hjerim;;WindhelmHjerimLocation;WindhelmInteriorTemplate;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTownTest;1;166;68;2;1;0;;0;0;18;5
[000133C9];3;9;RiverwoodRiverwoodTrader;Riverwood Trader;RiverwoodRiverwoodTraderFaction;RiverwoodLucansDryGoodsLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;1;0;0;0;0;;0;0;0;1
[02011CB3];3;8;BYOHHouse2Hjaalmarch;Windstad Manor;;BYOHHouse2LocationInterior;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSTownTest;7;2633;961;0;1203;8;BYOHHouse2Bard,BYOHHouseMannequin;14;0;67;328
[000165AB];3;6;WhiterunAmrensHouse;Amren's House;WhiterunAmrensHouseFaction;WhiterunAmrensHouseLocation;WhiteRunIntLightingTemplate;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;3;3;0;0;3;Amren,Braith,Saffir;0;0;0;0
[00016BD7];3;4;RiftenTempleofMara;Temple of Mara;RiftenTempleofMaraFaction;RiftenTempleofMaraLocation;RiftenInteriors;RiftenInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;3;2;0;0;0;;0;0;0;0
[00013814];2;9;WinterholdTheFrozenHearth;The Frozen Hearth;WinterholdFrozenHearthFaction;WinterholdTheFrozenHearthLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodLargeAcousticSpace;MUSTavern;0;3;3;0;0;3;Dagur,Eirid,Haran;0;0;0;0
[000133C8];2;9;RiverwoodAlvorsHouse;Alvor and Sigrid's House;RiverwoodAlvorsHouseFaction;RiverwoodAlvorsHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;3;3;0;0;3;Alvor,Dorthe,Sigrid;0;0;0;0
[000138BE];2;6;OldHroldanInn;Old Hroldan Inn;OldHroldanHangedManInnFaction;OldHroldanInnLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;MUSTavern;0;3;3;0;0;3;Eydis,LeontiusSalvius,Skuli;0;0;0;0
[000161FE];2;2;HeartwoodMill;Heartwood Mill;HeartwoodMillHouseFaction;HeartwoodMillInteriorLocation;RiftenInteriors;RiftenInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;2;2;0;0;2;Gralnach,Grosta;0;0;0;0
[00013A8A];2;2;DarkwaterCrossingGoldenrockMine;Goldenrock Mine;;DarkwaterCrossingGoldenRockMineLocation;DefaultLightingTemplate;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonCave;0;3;3;0;0;3;Hrefna,SondasDrenim,Tormir;0;0;0;0
[00013A80];2;1;DawnstarTheWhiteHall;The White Hall;DawnstarWhiteHallFaction;DawnstarTheWhiteHallLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneLargeAcousticSpace;MUSExploreMountain;0;2;2;0;1;1;BYOHHousecarlPale;0;0;0;0
[00013A76];2;0;FalkreathGrayPineGoods;Gray Pine Goods;FalkreathGrayPineGoodsFaction;FalkreathGrayPineLuxuriesLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;MUSExploreForestPine;0;1;0;0;0;0;;0;0;0;1
[00013813];1;9;WinterholdRanmirshouse;Birna's Oddments;WinterholdRanmirsHouseFaction;WinterholdRanmirsHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreMountain;0;1;0;0;0;0;;0;0;0;1
[000133C7];1;9;RiverwoodGerdursHouse;Hod and Gerdur's House;RiverwoodGerdursHouseFaction;RiverwoodGerdursHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;3;3;0;0;3;Frodnar,Gerdur,Hod;0;0;0;0
[000165B3];1;7;WhiterunBelethorsGeneralGoods;Belethor's General Goods;WhiterunBelethorsGoodsFaction;WhiterunBelethorsGeneralGoodsLocation;WhiteRunIntLightingTemplate;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;1
[00016789];1;4;WindhelmCandlehearthHall;Candlehearth Hall;WindhelmCandlehearthOwnerFaction;WindhelmCandlehearthHallLocation;WindhelmInteriorTemplate02;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTavernB;0;1;1;0;0;1;BYOHUrchin_Sofie;0;0;0;0
[00013A7F];1;1;DawnstarWindpeakInn;Windpeak Inn;DawnstarWindpeakInnFaction;DawnstarWindpeakInnLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodLargeAcousticSpace;MUSTavern;0;2;1;0;0;1;BYOHUrchin_Alesan;0;0;1;0
[000161E9];1;0;SolitudeSawmill;Solitude Sawmill;SolitudeSawmillFaction;SolitudeSawmillInteriorLocation;SolitudeInteriorFarms;SolitudeInterior_Liz;IntRoomWoodMediumAcousticSpace;MUSExploreTundra;0;1;1;0;0;1;KharagGroShurkul;0;0;0;0
[00016DFA];0;9;MarkarthVlindrelHall;Vlindrel Hall;;MarkarthVlindrelHallLocation;MarkarthLightingClose;MarkarthImageSpace;IntRoomStoneMediumAcousticSpace;MUSTownTest;1;153;51;0;1;0;;1;0;14;10
[000198DE];0;7;LeftHandMineDaighresHouse;Daighre's House;LeftHandDaighresHouseFaction;LeftHandMineDaighresHouseLocation;DwarvenLightingClose;DefaultImageSpaceDungeon;IntRoomStoneNarrowAcousticSpace;MUSExploreTundra;0;2;2;0;0;2;Daighre,Erith;0;0;0;0
[02002FE4];0;6;BYOHHouseUtilityCell;;;;;;;;0;127;127;0;0;88;BYOHFishHatcheryNPC,BYOHPlanterNPC;0;0;0;39
[000165A8];0;6;WhiterunBreezehome;Breezehome;;WhiterunBreezehomeLocation;WhiteRunIntLightingTemplate;WhiteRunIntIS;IntRoomWoodMediumAcousticSpace;MUSTownTest;1;79;34;0;3;1;HousecarlWhiterun;0;0;11;7
[00013A7E];0;1;DragonBridgeFarm;Lylvieve Family's House;DragonBridgeLylvieveHouseFaction;DragonBridgeFarmLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;4;4;0;0;4;AzzadaLylvieve,ClintonLylvieve,JulienneLylvieve,MichelLylvieve;0;0;0;0
