FormID;Block;Sub-Block;EditorID;Name;Ownership;Location;LightingTemplate;ImageSpace;AcousticSpace;Music;Navmeshes;References;Persistent;Deleted;Disabled;Spawns;SpawnsList;Lights;Sounds;Furnitures;Containers
[020142E2];8;5;DLC2Benkongerike01;Benkongerike;;DLC2BenkongerikeLocation;IceCaveMedium;DefaultImageSpace;IntDungeonCaveIce01;MUSDungeonIce;1;1430;89;0;0;21;DLC2LvlBoar,DLC2LvlRieklingMelee,DLC2LvlRieklingMeleeAmbush,DLC2LvlRieklingMeleeAmbushBarrel,DLC2LvlRieklingMissile,DLC2LvlRieklingMissile_HoldPositionLinkCustom02256,DLC2LvlRieklingMissileAmbushBarrel;26;12;11;57
[02039EAC];8;2;DLC2HarstradCave01;Harstrad Cave;;DLC2HeadwatersOfHarstradLocation;IceCaveClose;AAAPurkeyCave01;IntDungeonCaveIce01;MUSDungeonIce;1;49;4;0;2;1;TreasCorpseSkeletonRigid;2;0;0;1
[02036798];8;2;DLC2AltarOfThrond01;Altar of Thrond Cave;;DLC2AltarofThrondLocation;DLC2CastleKarstaagIceCaveLTFar;IceImagespace;IntDungeonCaveIce02Large;MUSDungeonCave;3;356;31;0;0;4;DLC2dunAltarOfThrondEttiene,DLC2dunAltarOfThrondFallaise,DLC2dunAltarOfThrondIsobel,TreasCorpseAlchemist;7;0;9;8
[020285C6];8;1;DLC2WarehouseSpiders;DLC2 WarehouseSpiders;;;BleakFallsBarrowClose;BlackreachImagespace;;;6;142;16;0;0;13;DLC2ExpSpiderAlbino,DLC2ExpSpiderFireCloaking,DLC2ExpSpiderFireJumping,DLC2ExpSpiderFrostCloaking,DLC2ExpSpiderFrostJumping,DLC2ExpSpiderPoisonCloaking,DLC2ExpSpiderPoisonJumping,DLC2ExpSpiderShockCloaking,DLC2ExpSpiderShockJumping;3;0;14;4
[02018F4A];8;1;DLC2SVEdlasHouse;Edla's House;DLC2SVEdlasHouseFaction;DLC2SVEdlasHouseLocation;DLC2SkallVillageLT;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;292;5;0;0;2;DLC2SVEdla,DLC2SVNikulas;5;0;7;21
[0203C7F5];7;9;DLC2WhiteRidgeBarrow02;White Ridge Sanctum;;DLC2WhiteRidgeBarrowLocation;KarthspireMediumTemplate;DwarvenImagespace01;IntDungeonFortAcousticSpace;MUSDungeonFort;1;1546;60;0;1;30;DLC2AcolyteDukaan,DLC2ExpSpiderAlbino,DLC2ExpSpiderAlbinoEMPTY,DLC2ExpSpiderFireJumping,DLC2ExpSpiderZombieLvlBanditMelee1H,DLC2ExpSpiderZombieLvlBanditMissile,DLC2MerilarRendas,DLC2ServosRendas,DLC2TreasCorpseBanditMagicDarkElfMale01,DLC2TreasCorpseBanditMelee1HDarkElfMale03,DLC2TreasCorpseBanditMissileDarkElfMale02,TreasCorpseDraugrMale;41;18;12;23
[02019CD7];7;8;DLC2TempleofMiraak02;Temple of Miraak Sanctum;;DLC2TempleOfMiraakLocation;BleakFallsBarrowMedium;DefaultImageSpace;IntDungeonCatacombsAcousticSpace;MUSDungeon;1;2131;167;0;5;26;DLC2LvlCultist,DLC2LvlCultistSummoner,EncSkeleton01Melee1H,EncSkeleton01Melee1Hshield,EncSkeleton01Melee2H,LvlDraugrAmbushMelee1HHelmetFemale,LvlDraugrAmbushMelee1HHelmetMale,LvlDraugrAmbushMelee1HMale,LvlDraugrAmbushMelee2HBerserkerMale,LvlDraugrAmbushMelee2HMale,LvlDraugrAmbushMissileFemale,LvlDraugrBossMaleNoDragonPriest,LvlDraugrMelee2HBerserkerMale,LvlDraugrMissileFemaleHoldPosition256,LvlDraugrMissileMaleHoldPosition512;68;17;32;9
[02017EC3];7;8;DLC2RRTemple;Temple;DLC2RRTempleFaction;DLC2RRTempleLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneNarrowAcousticSpace;DLC2MUSDungeonApocrypha;1;364;5;0;0;2;DLC2RRElderOthreloth,DLC2RRGaldrusHlervu;4;1;16;12
[02016FEB];7;8;DLC2ThirskMeadHallInterior01;Thirsk Mead Hall;;DLC2ThirskMeadHallInteriorLocation;DefaultLightingTemplate;AAAPurkeyCave01;IntRoomWoodLargeAcousticSpace;DLC2MUSExploreSnow;1;655;20;0;1;6;DLC2Halbarn,DLC2Hilund,DLC2LvlRieklingThirskMelee,DLC2LvlRieklingThirskMissile,DLC2ThirskRieklingChief;12;0;13;42
[020142F5];7;7;DLC2POIBookLevel02;Apocrypha;;DLC2Book05DungeonLocation;BorderWallFarDarkTemplate;DefaultImageSpace;IntDLC2ApocryphaBookPOI;DLC2MUSDungeonApocrypha;1;963;114;0;6;4;DLC2LvlLurker,DLC2LvlSeekerInvCombat;30;6;0;6
[0201DA5D];7;3;DLC2AbandonedLodge;Abandoned Lodge;;DLC2AbandonedLodgeLocation;BleakFallsBarrowClose;DefaultImageSpace;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;217;8;0;0;0;;3;0;10;7
[00000025];7;3;NavMeshGenCellDUPLICATE001;;;;;;;;0;179;0;0;0;0;;0;0;0;0
[02018F49];7;1;DLC2SVBaldorIronShapersHouse;Baldor Iron-Shaper's House;DLC2SVBaldorIronShapersHouseFaction;DLC2SVBaldorsHouseLocation;DLC2SkallVillageLT;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;307;22;0;0;1;DLC2SVBaldorIronShaper;7;0;9;21
[0201844F];7;0;DLC2RRMorvaynManorChambers;Morvayn Manor Chambers;DLC2RRMorvaynManorFaction;DLC2RRMorvaynManorLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSDungeonApocrypha;1;102;3;0;0;0;;2;0;5;1
[02017EC2];6;8;DLC2RRCresciusHouse;Caerellius House;DLC2RRCresciusCaerelliusHouseFaction;DLC2RRCresciusHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSDungeonApocrypha;1;167;5;0;0;2;DLC2RRAphiaVelothi,DLC2RRCresciusCaerellius;3;0;6;13
[02019AD8];6;7;DLC2RRBulwark02;The Bulwark Jail;DLC2RRBulwarkFaction;DLC2RRBulwarkJailLocation;MineTemplateMedium;RiftenInterior_ImageSpace;IntDungeonCave;_NONE;3;180;8;0;0;1;DLC2RRGuardJail;15;4;4;4
[020142F4];6;7;DLC2Book07Dungeon;Apocrypha;;DLC2Book07DungeonLocationNEW;DefaultLightingTemplate;DLC2ISApocrypha;IntDLC2ApocryphaBookPOI;DLC2MUSDungeonApocrypha;12;2057;97;0;7;11;DLC2LvlLurker,DLC2LvlLurkerAmbush,DLC2LvlSeekerInvCombat;55;7;2;6
[0201D502];6;6;DLC2Fahlbtharz02;Fahlbtharz Corridor;;DLC2FahlbtharzLocation;DwarvenLightingMedium;DwarvenFoggyImagespace;IntDungeonDwemerMedium;MUSDungeon;1;186;7;0;0;2;EncDwarvenSpider01,LvlDwarvenSphereAmbush;4;2;2;1
[0201A7A8];6;5;DLC2Benkongerike02;Benkongerike Great Hall;;DLC2BenkongerikeLocation;BleakFallsBarrowFar;DefaultImageSpace;IntDungeonCatacombsAcousticSpace;MUSDungeonIce;1;718;67;0;0;4;DLC2LvlMountedRieklingBoss,DLC2LvlRieklingMissile_HoldPositionLinkCustom02256;16;12;1;24
[0201E9A2];6;4;DLC2POIBookLevel01;Apocrypha;;DLC2Book04DungeonLocation;DefaultLightingTemplate;DLC2ISApocrypha;IntDLC2ApocryphaBookPOI;DLC2MUSDungeonApocrypha;2;590;35;0;5;3;DLC2LvlLurkerAmbush,DLC2LvlSeekerInvCombat;12;2;1;2
[02016E1E];6;2;DLC2aaaMarkers;;;;;;;;0;19;18;0;1;3;DLC2RieklingRescuer;0;0;0;0
[0201EE98];6;1;DLC2DremoraShop;Dremora Holding Cell;;DLC2DremoraShopLocation;DefaultLightingTemplate;DefaultImageSpace;;;1;15;4;0;0;2;DLC2DremoraButler,DLC2DremoraMerchant;2;0;0;1
[0201DD04];6;1;DLC2Fahlbtharz03;Fahlbtharz Boilery;;DLC2FahlbtharzLocation;DwarvenLightingMedium;DwarvenFoggyImagespace;IntDungeonDwemerLarge;MUSDungeon;2;620;95;0;37;12;DLC2dunFahlbtharzExplorerCorpse01,DLC2LvlDwarvenBallista,LvlDwarvenSphereAmbush,LvlDwarvenSpiderAmbush,LvlDwarvenSpiderUseWeapon,TreasCorpseDwarvenSpider;9;12;18;4
[0201C080];6;1;DLC2DamphallMine01;Damphall Mine;;DLC2DamphallMineLocation;BleakFallsBarrowMedium;CaveImageSpace;IntDungeonMine01;MUSDungeonCave;1;1993;80;0;6;30;DLC2LvlBanditBoss,DLC2LvlBanditMelee1H,DLC2LvlBanditMelee1HDarkElfMCommoner,DLC2LvlBanditMelee1HDarkElfMCynical,DLC2LvlBanditMelee1HGuard,DLC2LvlBanditMeleeTank,DLC2LvlBanditMissile,DLC2LvlBanditMissileHoldPositionCurrentLoc256,DLC2LvlBanditMissileHoldPositionLinkCustom02256,DLC2LvlBanditWizard,DLC2TreasCorpseBanditMagicDarkElfMale01,DLC2TreasCorpseBanditMagicDarkElfMale02,DLC2TreasCorpseBanditMelee1HDarkElfFemale03,DLC2TreasCorpseBanditMissileDarkElfMale01,DLC2TreasCorpseBanditMissileDarkElfMale02,DLC2TreasCorpseBanditMissileDarkElfMale04,TreasCorpseSkeleton;33;21;16;28
[02018F48];6;1;DLC2SVWulfWildbloodsHouse;Wulf Wild-Blood's House;DLC2SVWulfWildbloodsHouseFaction;DLC2SVWulfsHouseLocation;DLC2SkallVillageLT;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;193;3;0;0;1;DLC2SVWulfWildblood;8;0;8;13
[02017EC1];5;8;DLC2RRMorvaynManor;Morvayn Manor;DLC2RRMorvaynManorFaction;DLC2RRMorvaynManorLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;DLC2MUSDungeonApocrypha;1;170;8;0;0;3;DLC2RRCindiriArano,DLC2RRGuardMorvaynManorInterior,DLC2RRLlerilMorvayn;4;0;10;12
[01002F99];5;8;ccMDRSSE001_Interior01;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;1;1;0;0;0;;0;0;0;0
[020142F3];5;7;DLC2Book03Dungeon;Apocrypha;;DLC2Book03DungeonLocation;DLC2ApocryphaNewLightingTemplate;DLC2ISApocrypha;IntDLC2ApocryphaBookPOI;DLC2MUSDungeonApocrypha;5;1342;66;0;6;7;DLC2LvlLurker,DLC2LvlLurkerAmbush,DLC2LvlSeekerInvCombat;32;3;2;7
[0203B065];5;6;DLC2Book01DungeonA;Apocrypha;;DLC2Book01DungeonLocation;DLC2ApocryphaNewLightingTemplate;DLC2ISApocrypha;IntDLC2ApocryphaBookPOI;DLC2MUSDungeonApocrypha;1;1048;66;0;1;6;DLC2LvlLurkerAmbush,DLC2LvlSeekerInvCombat;30;1;1;6
[02029EEB];5;5;DLC2HoldingCellBard;Bard Holding Cell;;DLC2HoldingCellBardLocation;DefaultLightingTemplate;DefaultImageSpace;;;1;13;2;0;0;1;DLC2dunInstrumentNPC;2;0;0;0
[020173B3];5;5;DLC2Nchardak02;Nchardak Workshop;;DLC2NchardakLocation;DLC2DwarvenLightingFar;DefaultImageSpace;IntDungeonDwemerMedium;MUSDungeon;1;822;117;0;9;17;DLC2LvlDwarvenBallistaAmbush_HoldPositionLinkCustom02256,EncDwarvenCenturion01,LvlDwarvenCenturionAmbush,LvlDwarvenSphereAmbush,LvlDwarvenSpiderAmbush;16;19;55;3
[02032BDB];5;3;DLC2WarehouseRieklings;DLC2 Warehouse Ambushes;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;150;0;0;0;2;DLC2EncRiekling02Melee,DLC2EncRiekling03Melee;1;0;0;2
[0201EDE3];5;3;DLC2POIBookLevel03;Apocrypha;;DLC2Book06DungeonLocation;DLC2ApocryphaDarkTemplate;DefaultImageSpace;IntDLC2ApocryphaBookPOI;DLC2MUSDungeonApocrypha;1;611;79;0;5;4;DLC2LvlLurker,DLC2LvlLurkerAmbush,DLC2LvlSeekerInvCombat;25;4;1;3
[02018277];5;3;DLC2RRIenthFarm;Ienth Farm;DLC2RRIenthFarmFaction;DLC2RRIenthFarmLocation;FarmLightingTemplate;;IntRoomStoneMediumAcousticSpace;DLC2MUSDungeonApocrypha;1;386;5;0;0;2;DLC2RRGarynIenth,DLC2RRMiloreIenth;6;1;13;29
[02017787];5;3;DLC2TelMithryn;Tel Mithryn;DLC2TelMithrynFaction;DLC2TelMithrynTowerLocation;DLC2TelMithrynLT;DefaultImageSpace;IntDLC2TelMithryn;DLC2MUSExploreSolstheimGeneral;3;487;22;0;1;4;DLC2Neloth,DLC2SprigganBurntPrisoner,DLC2SprigganPrisoner,DLC2Talvas;8;10;23;21
[0201DD03];5;1;DLC2Fahlbtharz04;Fahlbtharz Grand Hall;;DLC2FahlbtharzLocation;DwarvenLightingMedium;DwarvenFoggyImagespace;IntDungeonDwemerLarge;MUSDungeon;2;445;24;0;0;11;DLC2ExpSpiderAlbino,DLC2ExpSpiderOil,DLC2LvlDwarvenBallistaAmbush,LvlDwarvenCenturionAmbush;6;4;4;4
[02018F47];5;1;DLC2SVOslafsHouse;Oslaf's House;DLC2SVOslafsHouseFaction;DLC2SVOslafsHouseLocation;DLC2SkallVillageLT;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;226;6;0;0;3;DLC2SVAeta,DLC2SVFinna,DLC2SVOslaf;8;0;11;15
[000B1783];5;1;CTest;Quick Test Cell;;;DefaultLightingTemplate;AAAPurkeyCave01;;;0;2;1;0;0;1;DLC2TestRiekling;0;0;1;0
[02021074];4;8;DLC2HrodulfsHouse;Hrodulf's House;;DLC2HrodulfsHouseLocation;NightCallerTemplate;;IntRoomStoneMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;267;5;0;0;3;DLC2BjornolfrCorpse,DLC2LvlBanditMelee1HDarkElfMCommoner,DLC2LvlBanditMelee1HDarkElfMCynical;7;2;4;9
[02017EC0];4;8;DLC2RRTheRetchingNetch;The Retching Netch;DLC2RRNetchFaction;DLC2RRRetchingNetchLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;MUSTavernB;1;464;16;0;0;5;DLC2Drovas,DLC2Mogrul,DLC2MogrulThugTT1b,DLC2RRGeldisSadri,DLC2RRTeldrynSero;7;1;34;38
[020142FC];4;8;DLC2BloodskalBarrow01;Raven Rock Mine;;DLC2RavenRockMineLocation;DarklightTowerTemplate;DefaultImageSpace;IntDungeonCatacombsAcousticSpace;MUSDungeonCave;9;3385;261;0;7;33;DLC2AcolyteZahkriisos,DLC2RR03GratianSkeleton,DLC2RR03MilliusSkeleton,DLC2RRMinerEvul,DLC2RRMinerMeden,DLC2RRMinerNaris,DLC2RRMinerTolenos,EncDraugr02MagicHeadF02,EncSkeeverAggroRadius1024,LvlDraugrAmbushMelee1HDefenderFemale,LvlDraugrAmbushMelee1HDefenderMale,LvlDraugrAmbushMelee1HHelmetFemale,LvlDraugrAmbushMelee1HMale,LvlDraugrAmbushMelee2HBerserkerFemale,LvlDraugrAmbushMelee2HBerserkerMale,LvlDraugrAmbushMissileFemale,LvlDraugrAmbushMissileMale,LvlDraugrAmbushWarlock,LvlDraugrMelee1HDefenderMale,LvlDraugrMissileGuardFemale,LvlDraugrMissileMaleHoldPosition256,LvlFrostbiteSpiderNoGiant,TreasCorpseDraugrFemale,TreasCorpseDraugrMale,TreasCorpseSkeletonRigid;72;38;31;60
[020209C6];4;7;DLC2RRHoldingCell;Raven Rock Holding Cell;;;;;;;0;9;1;0;0;0;;2;0;0;1
[020173B2];4;5;DLC2Nchardak03;Nchardak Aqueduct;;DLC2NchardakLocation;DLC2DwarvenLightingFar;DefaultImageSpace;IntDungeonDwemerMedium;MUSDungeon;3;637;80;0;3;7;DLC2dunNchardakLvlDwarvenSphereAmbushHoldPositionLinkCustom02384,DLC2LvlDwarvenBallistaAmbush,LvlDwarvenSpiderAmbush;14;15;15;6
[0201EDE2];4;3;DLC2Book02DungeonNEW;Apocrypha;;DLC2Book02DungeonLocationNEW;DLC2ApocryphaNewLightingTemplate;DLC2ISApocrypha;IntDLC2ApocryphaBookPOI;DLC2MUSDungeonApocrypha;8;1506;124;0;12;17;DLC2LvlLurker,DLC2LvlLurkerAmbush,DLC2LvlSeekerInvCombat;58;3;1;5
[02018276];4;3;DLC2RRBulwark;The Bulwark;DLC2RRBulwarkFaction;DLC2RRBulwarkLocation;MineTemplateMedium;RiftenInterior_ImageSpace;IntRoomStoneLargeAcousticSpace;_NONE;1;181;19;0;0;1;DLC2RRGuardBarracks;8;0;14;5
[0201F288];4;2;DLC2RRUlenTomb;Ulen Ancestral Tomb;;;FarmLightingTemplate;;IntRoomStoneNarrowAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;159;6;0;0;0;;2;0;2;7
[02018F46];4;1;DLC2SVMorwensHouse;Morwen's House;DLC2SVMorwensHouseFaction;DLC2SVMorwensHouseLocation;DLC2SkallVillageLT;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;233;20;0;0;1;DLC2SVMorwen;6;0;5;14
[02033377];3;8;DLC2RieklingFurniture;DLC2 Warehouse Ambushes;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;167;7;0;0;7;DLC2TestRiekling,TestFurnitureUseIdleLinkedRefNPC;5;0;9;0
[02017EBF];3;8;DLC2RRAlorHouse;Alor House;DLC2RRAlorHouseFaction;DLC2RRAlorHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;273;4;0;0;2;DLC2RRDreylaAlor,DLC2RRFethisAlor;5;0;14;33
[020142FB];3;8;DLC2CastleKarstaagRuins01;Castle Karstaag Caverns;;DLC2CastleKarstaagRuinsLocation;DLC2CastleKarstaagIceCaveLTFar;DefaultImageSpace;IntDungeonCaveIce01;MUSDungeonIce;4;1246;85;0;1;25;DLC2EncRiekling01Missile,DLC2LvlBoar_AmbushNoFurniture,DLC2LvlRieklingMelee,DLC2LvlRieklingMelee_AmbushNoFurniture,DLC2LvlRieklingMeleeAmbush,DLC2LvlRieklingMissile,DLC2LvlRieklingMissile_AmbushNoFurniture,DLC2LvlRieklingMissile_HoldPositionLinkCustom02128UntilReleased,DLC2LvlRieklingMissile_HoldPositionLinkCustom02256UntilReleased,DLC2LvlRieklingMissile_HoldPositionLinkCustom02512UntilReleased,DLC2LvlRieklingMissileAmbush_HoldPositionLinkCustom02256UntilReleased,DLC2LvlRieklingMissileAmbushBarrel,DLC2RREsmondTyne,TreasCorpseSkeletonRigid;25;14;15;34
[020142F1];3;7;DLC2Nchardak01;Nchardak Great Chamber;;DLC2NchardakLocation;DLC2DwarvenLightingFar;DefaultImageSpace;IntDungeonDwemerMedium;MUSDungeon;1;798;123;0;23;8;DLC2dunNchardakCenturionBoss,DLC2LvlDwarvenBallistaAmbush,LvlDwarvenSphereAmbush,LvlDwarvenSpiderAmbush;12;25;17;10
[02027333];3;6;DLC2WarehouseAmbushes;DLC2 Warehouse Ambushes;;;DefaultLightingTemplate;AAAPurkeyCave01;;;1;371;58;0;0;16;DLC2EncAshHopperAmbush,DLC2EncSprigganBurntAmbush,DLC2LvlAshSpawnAmbushMagic,DLC2LvlAshSpawnAmbushMelee1H,DLC2LvlAshSpawnAmbushMelee2H,DLC2LvlAshSpawnAmbushMeleeAny,DLC2LvlDwarvenBallistaAmbush,DLC2LvlLurkerAmbush,DLC2LvlRieklingMeleeAmbush,DLC2LvlRieklingMeleeAmbushBarrel,DLC2LvlRieklingMissileAmbush,DLC2LvlRieklingMissileAmbushBarrel;1;6;21;2
[02018F45];3;1;DLC2SVDeorsHouse;Deor Woodcutter's House;DLC2SVDeorWoodcuttersHouseFaction;DLC2SVDeorsHouseLocation;DLC2SkallVillageLT;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;1;185;3;0;0;2;DLC2SVDeor,DLC2SVYrsa;7;0;4;17
[02035A22];2;8;DLC2MoesringPass01;Strange Vessel;;DLC2MoesringPassLocation;DwarvenLightingClose;DwarvenImagespace01;IntRoomWoodShip01;_NONE;1;109;25;0;0;1;TreasCorpseSkeleton;2;3;0;2
[02017EBE];2;8;DLC2RRSeverinHouse;Severin Manor;DLC2RRSeverinManorFaction;DLC2RRSeverinManorLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;DLC2MUSDungeonApocrypha;1;833;268;0;141;7;DLC2RRMirriSeverin,DLC2RRTilisuSeverin,DLC2RRVendilSeverin,PlayerHouseMannequin;6;2;24;40
[020142FA];2;8;DLC2Fahlbtharz01;Fahlbtharz;;DLC2FahlbtharzLocation;DwarvenLightingFar;DwarvenFoggyImagespace;IntDungeonDwemerLarge;MUSDungeon;9;1857;178;0;12;26;DLC2dunFahlbtharzExplorerCorpse02,DLC2EncRiekling01Missile,DLC2EncRiekling03Melee,DLC2ExpSpiderOil,DLC2LvlDwarvenBallista,DLC2LvlRieklingMelee,DLC2LvlRieklingMissile,LvlDwarvenSphere,LvlDwarvenSpiderAmbush,LvlDwarvenSpiderUseWeapon,TreasCorpseSkeletonRigid;27;30;21;13
[020142F0];2;7;DLC2TempleOfMiraak01;Temple of Miraak;;DLC2TempleOfMiraakLocation;BleakFallsBarrowMedium;DefaultImageSpace;IntDungeonCatacombsAcousticSpace;MUSDungeonCave;3;2016;147;0;4;35;DLC2LvlCultist,DLC2LvlCultistSummoner,DLC2LvlDraugrMissileFemaleHoldPositionPatrol,LvlDraugrAmbushMelee1HDefenderMale,LvlDraugrAmbushMelee1HMale,LvlDraugrAmbushMelee2HBerserkerFemale,LvlDraugrAmbushMelee2HFemale,LvlDraugrAmbushMelee2HMale,LvlDraugrAmbushMissileFemale,LvlDraugrAmbushWarlockFemale,LvlDraugrMeleeHelmet1HFemale,LvlDraugrMeleeHelmet1HMale,LvlDraugrMeleeHelmet2HFemale,LvlDraugrMeleeHelmet2HMale,LvlDraugrMissileFemaleHoldPosition256,LvlDraugrMissileMaleHoldPosition256,TreasCorpseSkeletonRigid;50;10;29;47
