FormID;Block;Sub-Block;EditorID;Name;Ownership;Location;LightingTemplate;ImageSpace;AcousticSpace;Music;Navmeshes;References;Persistent;Deleted;Disabled;Spawns;SpawnsList;Lights;Sounds;Furnitures;Containers
[06005955];9;6;DBMDeepholme;Deepholme;;DBM_DeepholmeLocation;RuunvaldLightingTemplateDarkClose;InteriorSaturateMore;IntRoomStoneLargeAcousticSpace;MUSDungeon;14;1877;670;0;478;55;DBM_EGGuard03,DBM_EGGuard05,DBM_EGGuardHagar,DBM_ElvenLich,EncSkeever,EncSkeleton01AmbushMelee1H,LvlDraugrAmbushMelee1HDefenderMale,LvlDraugrAmbushMelee1HMale,LvlDraugrAmbushMelee2HMale,LvlDraugrBossMaleNoDragonPriest,LvlDraugrMelee1HMale,LvlDraugrMelee2HFemale,LvlDraugrMelee2HMale,LvlDraugrMeleeAllFemale,LvlDraugrMeleeAllMale,LvlDraugrMissileFemaleHoldPosition256,LvlDraugrMissileMale,LvlDraugrMissileMaleHoldPosition512,LvlDraugrWarlockFemale,PlayerHouseMannequin,TreasCorpseSkeleton;75;1;28;30
[0003EA9D];9;6;MarkarthTempleInnerSanctum;Inner Sanctum;MarkarthTempleofDibellaFaction;MarkarthTempleofDibellaLocation;MarkarthLightingClose;MarkarthTempleImageSpace;IntRoomStoneMediumAcousticSpace;MUSTownTest;0;3;0;0;0;0;;0;0;0;0
[00015229];9;6;RannveigsFast01;Rannveig's Fast;;RannveigsFastLocation;RannveigsFarTemplate;RannveigsImagespace;IntDungeonCatacombsAcousticSpace;MUSDungeonCave;0;8;2;0;0;0;;1;0;1;0
[066A9A13];9;5;DBMDebugRoom;Debug Room;;;DefaultLightingTemplate;SolitudeInteriorIS;;;0;154;19;0;0;0;;3;0;0;3
[0401BBFB];9;5;DLC2BristlebackCave01;Bristleback Cave;;DLC2BristlebackCaveLocation;DLC2CastleKarstaagIceCaveLTClose;;IntDungeonCaveIce01;MUSDungeonIce;0;1;1;0;0;0;;0;0;0;0
[000466CB];9;5;Irkngthand04;Irkngthand Sanctuary;;IrkngthandLocation;GreenCaveMedium;DwarvenFoggyImagespace;IntDungeonCaveEpicAcousticSpace;MUSDungeonFort;0;10;3;0;0;0;;1;0;1;0
[00015283];9;5;FellglowKeep01;Fellglow Keep Dungeons;;FellglowKeepLocation;DarklightTowerTemplate;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonFort;0;2;0;0;0;0;;0;0;0;0
[0601AF0D];9;4;DBMFortPalePassWestTower;Fort Pale Pass West Tower;;;DefaultLightingTemplate;SolitudeInteriorIS;;;1;35;2;0;1;1;DBM_Guardian03;3;0;0;4
[000AD5A1];9;4;DarkBrotherhoodSanctuary;Dark Brotherhood Sanctuary;;DarkBrotherhoodSanctuaryLocation;DefaultLightingTemplate;DefaultImageSpaceDungeon;;;0;9;3;0;2;1;DBM_Greigor;0;0;1;0
[00016BDD];9;4;RiftenHoneyside;Honeyside;;RiftenHoneysideLocation;RiftenInteriors;RiftenInterior_ImageSpace;IntRoomStoneNarrowAcousticSpace;MUSExploreForestPine;0;1;0;0;0;0;;0;0;0;0
[06741ACF];9;3;DBMDGDragonbornHall;Dragonborn Hall;PlayerFaction;DBM_DragonbornHallLocation;DBM_MuseumTemplateNew;InteriorSaturateMore;IntRoomStoneLargeAcousticSpace;DBM_DGDBHMusicLST;1;1761;583;0;486;36;PlayerHouseMannequin,PlayerHouseMannequinFemale;30;2;8;0
[0007BEF7];9;3;BlackreachZcell02;Silent Ruin;;BlackreachLocation;DwarvenLightingClose;DefaultImageSpaceDungeon;IntDungeonDwemerMedium;MUSDungeon;0;43;2;0;0;0;;0;0;0;1
[000240B7];9;3;DawnstarSilussHouse;Silus Vesuius' House;SilusVesuius;DawnstarSilussHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreMountain;0;7;7;0;3;0;;0;0;0;0
[00016787];9;3;WindhelmCalixtosHouseofCuriosities;Calixto's House of Curiosities;Calixto;WindhelmCalixtosHouseOfCuriositiesLocation;WindhelmInteriorTemplate;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[0001526F];9;3;MovarthsLair01;Movarth's Lair;;MovarthsLairLocation;DarklightTowerTemplate;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;3;1;0;0;0;;0;0;0;0
[00015265];9;2;HalldirsCairn01;Halldir's Cairn;;HalldirsCairnLocation;GreenCaveClose;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;1;0;0;0;0;;0;0;0;1
[00015201];9;2;TolvaldsCave01;Tolvald's Cave;;TolvaldsCaveLocation;GreenCaveMedium;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;1;0;0;0;0;;0;0;0;0
[00013901];9;2;KynesgroveSteamscorchGullyMine;Steamscorch Mine;;KynesgroveSteamscorchGullyMineLocation;CidhnaMine_LightingTemplate;DefaultImageSpaceDungeon;IntDungeonMine01;MUSDungeonFort;0;1;1;0;0;1;Roggi;0;0;0;0
[04018F4B];9;1;DLC2SVGreathall;Greathall;DLC2SVGreathallFaction;DLC2SVGreathallLocation;DLC2SkallVillageLT;FarmInteriorIS;IntRoomStoneLargeAcousticSpace;DLC2MUSExploreSolstheimGeneral;0;1;0;0;0;0;;0;0;0;0
[0007BC27];9;1;UtteringHillsCave01;Uttering Hills Cave;;UtteringHillsCampLocation;IceCaveClose;IceMineImagespace;IntDungeonCaveIce01;MUSDungeonIce;0;1;0;0;0;0;;0;0;0;0
[0001B147];9;1;BilegulchMine;Bilegulch Mine;;BilegulchMineLocation;DarklightTowerTemplate;DefaultImageSpaceDungeon;IntDungeonMine01;MUSDungeonCave;0;2;0;0;0;0;;0;0;0;1
[0001A337];9;1;LostKnifeHideout02;Lost Knife Hideout;;LostKnifeHideoutLocation;AlikrBaseLightingTemplate;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;4;0;0;0;0;;0;0;0;0
[000161FB];9;1;HollyfrostFarm;Hollyfrost Farm;HollyFrostFarmFaction;HollyfrostFarmInteriorLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneMediumAcousticSpace;MUSExploreMountain;0;1;0;0;0;0;;0;0;0;0
[0612517D];9;0;DBMDGStoreroom;Museum Storeroom;PlayerFaction;DBM_HallOfHeroesLocation;WhiteRunIntLightingTemplate;InteriorSaturateMore;IntRoomWoodMediumAcousticSpace;DBM_DGMuseumMusicLST;1;681;25;0;19;0;;3;0;1;17
[0601A5E9];9;0;DBMFortPalePassVaults;Fort Pale Pass Vaults;;;DefaultLightingTemplate;SolitudeInteriorIS;;;1;430;13;0;1;9;DBMCWFortSoldierImperialJailer,dunCGStormcloakPrisonerMaleDEAD,TreasCorpseSkeleton;16;0;2;11
[00033779];9;0;Gloomreach02;Gloomreach Hive;;GloomreachLocation;FalmerTemplateMedium;FalmerImageSpace01;IntDungeonCave;MUSDungeonCave;0;27;4;0;0;0;;1;0;1;0
[000161F1];9;0;MixwaterMillGilfresHouse;Gilfre's House;MixwaterMillGilfreHouseFaction;MixwaterMillGilfresHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreTundra;0;4;0;0;0;0;;0;0;0;0
[065C7EE6];8;9;DBMMAASEIrkRefuge;Irkngthand: Refugee Annex;;IrkngthandLocation;DwarvenLightingFar;DwarvenImagespace01;IntDungeonDwemerMedium;DBM_MAASE_MUSDwemerClockwork;1;962;52;0;0;26;DBM_MAASE_LoremasterSNOW,DBM_MAASE_LoremasterSUN,EncSkeever,LvlDwarvenCenturion,LvlDwarvenSphere,LvlDwarvenSpider,LvlDwarvenSpiderAmbush,LvlFalmerCompanion,LvlFalmerMelee,LvlFalmerMissile,LvlFalmerShaman,LvlFalmerSpellsword,TreasCorpseSkeleton,TreasCorpseWarlockSkeletal;32;16;36;4
[0628EE1E];8;9;DBMFieldStation02;Explorers Western Field Station;DBM_ExplorerGuild;DBM_FieldStationReachLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;1;249;19;0;2;1;DBM_EGGuard07;5;0;13;3
[00030442];8;9;Bthardamz03;Bthardamz Arcanex;;BthardamzLocation;DwarvenLightingFar;DwarvenImagespace01;IntDungeonDwemerMedium;MUSDungeon;0;1;1;0;0;0;;0;0;0;0
[000152AA];8;9;Ustengrav02;Ustengrav Depths;;UstengravLocation;UstengravLarge;DefaultImageSpaceDungeon;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;11;3;0;1;0;;1;0;1;0
[00013A72];8;9;FalkreathCorpselightFarm;Corpselight Farm;FalkreathCorpselightFarmFaction;FalkreathCorpselightFarmLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreForestPine;0;1;0;0;0;0;;0;0;0;0
[00042BEC];8;8;Mistwatch03;Mistwatch East Tower;;MistwatchLocation;HelgenKeepClose;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonFort;0;1;0;0;0;0;;0;0;0;0
[00037EE0];8;8;SolitudeBlackSmith;Solitude Blacksmith;SolitudeBlacksmithFaction;SolitudeBlacksmithLocation;SolitudeInteriors;SolitudeInteriorIS;IntRoomStoneNarrowAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[00016A10];8;8;SolitudeBitsandPieces;Bits and Pieces;SolitudeBitsAndPiecesFaction;SolitudeBitsAndPiecesLocation;SolitudeInteriors;SolitudeInterior_Liz;IntRoomStoneNarrowAcousticSpace;MUSTownTest;0;16;13;0;0;0;;0;0;0;0
[000152A0];8;8;CrystaldriftCave01;Crystaldrift Cave;;CrystaldriftCaveLocation;GreenCaveMedium;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;1;1;0;0;0;;0;0;0;0
[00013810];8;8;WinterholdCollegeArcanaeum;The Arcanaeum;UraggroShub;WinterholdCollegeArcanaeumLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneLargeAcousticSpace;_NONE;0;26;7;0;3;1;DBM_Ertzebet;0;0;0;0
[060F2222];8;7;DBMVQWhiteBluffHideout;White Bluff Hideout;;DBMVQHideoutLocation;GreenCaveClose;;IntDungeonCave;MUSDungeonCave;1;368;12;0;1;8;DBM_VQ_LvlVigilant,LvlBanditMelee1H,LvlBanditMeleeAny,LvlBanditMissile,LvlBanditWizard;9;0;9;35
[040142F6];8;7;DLC2GyldenhulBarrow01;Gyldenhul Barrow;;DLC2GyldenhulBarrowLocation;BleakFallsBarrowMedium;DefaultImageSpace;IntDungeonMine01;MUSDungeonFort;0;9;2;0;0;0;;1;0;1;1
[0001DB4E];8;7;WhiterunWarmaidens;Warmaiden's;WhiterunWarmaidensFaction;WhiterunWarmaidensLocation;WhiteRunIntLightingTemplate;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[000138CE];8;7;MorthalMoorsideInn;Moorside Inn;Jonna;MorthalMoorsideInnLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodLargeAcousticSpace;MUSTavern;0;8;0;0;0;0;;0;0;0;0
[06127B84];8;6;DBMDragonsFallSanctum;Dragon's Fall: The Sanctum;;;BleakFallsBarrowMedium;;IntDungeonCatacombsAcousticSpace;MUSDungeon;1;3037;131;0;4;56;LvlDraugrAmbushBossMale,LvlDraugrAmbushMelee1HHelmetFemale,LvlDraugrAmbushMelee1HHelmetMale,LvlDraugrAmbushMelee1HMale,LvlDraugrAmbushMelee2HHelmetFemale,LvlDraugrAmbushMissileFemale,LvlDraugrBossMale,LvlDraugrMelee1HDefenderMale,LvlDraugrMelee1HFemale,LvlDraugrMelee1HMale,LvlDraugrMelee2HBerserkerFemale,LvlDraugrMelee2HBerserkerMale,LvlDraugrMelee2HFemale,LvlDraugrMelee2HMale,LvlDraugrMeleeHelmet1HMale,LvlDraugrMissileFemale,LvlDraugrMissileGuardMale,LvlDraugrMissileMale,LvlDraugrMissileMaleHoldPosition256,LvlDraugrMissileMaleHoldPosition512,LvlDraugrWarlockFemale,LvlDraugrWarlockMale,TreasCorpseBanditImperialFemale,TreasCorpseBanditImperialMale,TreasCorpseBanditNordFemale,TreasCorpseBanditOrcMale,TreasCorpseDraugrMale;108;6;55;67
[040184F0];8;6;DLC2HighpointTower01;Highpoint Tower;;DLC2HighpointTowerLocation;DefaultLightingTemplate;;IntDungeonFortAcousticSpace;MUSDungeonFort;0;1;0;0;0;0;;0;0;0;1
[04017A00];8;6;DLC2SVShamansHutInterior;Shaman's Hut;DLC2SkaalShamanFaction;DLC2SVShamansHutLocation;DLC2SkallVillageLT;DefaultImageSpace;IntRoomWoodMediumAcousticSpace;DLC2MUSExploreSolstheimGeneral;0;3;0;0;0;0;;0;0;0;0
[040142E2];8;5;DLC2Benkongerike01;Benkongerike;;DLC2BenkongerikeLocation;IceCaveMedium;DefaultImageSpace;IntDungeonCaveIce01;MUSDungeonIce;0;2;2;0;0;0;;0;0;0;0
[000371DE];8;5;BleakFallsBarrow01;Bleak Falls Temple;;BleakFallsBarrowLocation;BleakFallsBarrowFar;BleakFallsBarrowImagespace01;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;1;0;0;0;0;;0;0;0;0
[0622C23C];8;4;DBMSnowElfTemple;Temple of the Venerable Ones;PlayerFaction;;IceCaveFar;;IntDungeonCaveIce01;MUSExploreDLCFalmerValley;1;1054;151;0;74;20;DBM_Deathweaver2,DBM_MAASE_GhostSnowElf,DLC1EncFalmer06Melee,DLC1EncFalmer06Missile,DLC1EncFalmer06SpellswordBoss,DLC1EncFalmer06SpellswordBossDBM,EncFalmer03Melee,EncFalmer03Missile,EncFalmer04Melee,EncFalmer04Missile,EncFalmer05Shaman,EncFalmer05Spellsword;41;0;8;9
[0009B238];8;4;BluePalaceWing01;Pelagius Wing;;BluePalaceWingLocation;BleakFallsBarrowMedium;BleakFallsBarrowImagespace01;IntRoomStoneMediumAcousticSpace;MUSTownTest;0;2;1;0;1;0;;0;0;0;0
[0005DE24];8;4;HelgenKeep01;Helgen Keep;;HelgenLocation;HelgenKeepSunlightTemplate;HelgenImageSpaceSunlight;IntDungeonFortAcousticSpace;MUSDungeonFort;0;1;0;0;0;0;;0;0;0;0
[0001D09A];8;3;Ragnvald03;Ragnvald Canal;;RagnvaldLocation;DraugrPriestClose;DefaultImageSpaceDungeon;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;1;1;0;0;0;;0;0;0;1
[00016786];8;3;WindhelmHalloftheDead;Hall of the Dead;WindhelmHallOfTheDeadFaction;WindhelmHouseOfTheDeadLocation;WindhelmLightingTemplate;DefaultImageSpaceDungeon;IntDungeonCatacombsAcousticSpace;MUSDungeon;1;27;5;0;5;0;;3;0;0;5
[0001526E];8;3;GlenmorilCoven01;Glenmoril Coven;;GlenmorilCovenLocation;DarklightTowerTemplate;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;1;1;0;0;0;;0;0;0;0
[061938C0];8;2;DBMEngelmannsRest;Engelmann's Rest;;;FalmerTemplateClose;dunEngelmannRest_ImageSpace;IntDungeonCatacombsAcousticSpace;MUSDungeonIce;1;1363;73;0;17;31;dunEngelmannRest_Hagraven_01,dunEngelmannRest_Skeleton_Guardian_2H,dunLabyrinthianSkeletonMage,dunSummonedSkeleton01Melee1HShield,dunSummonedSkeleton01Missile,EncAlikr06TemplateMagicDBM,EncAlikr06TemplateMeleeDBM,EncAlikr06TemplateMissileDBM,EncSkeleton01Melee2H,EncSkeleton01Missile,LvlWarlockFrost,LvlWarlockShock;75;1;3;10
[04039EAC];8;2;DLC2HarstradCave01;Harstrad Cave;;DLC2HeadwatersOfHarstradLocation;IceCaveClose;AAAPurkeyCave01;IntDungeonCaveIce01;MUSDungeonIce;0;1;1;0;0;0;;0;0;0;0
[000F39C4];8;2;XTestGrantInt4;Magic Visuals Test Hall;;;;TestGrantIntIS;;;0;1;1;0;0;0;;0;0;0;0
[000A9194];8;2;RebelsCairn01;Rebel's Cairn;;RebelsCairnLocation;BleakFallsBarrowMedium;CaveImageSpace;IntDungeonCave;MUSDungeonCave;0;2;2;0;2;0;;0;0;0;0
[0005015C];8;2;LargashburBasement;Largashbur Cellar;TownLargashburFaction;LargashburLonghouseLocation;GreenCaveClose;DefaultImageSpaceDungeon;IntRoomStoneNarrowAcousticSpace;MUSExploreForestPine;0;8;0;0;0;0;;0;0;0;0
[00035604];8;2;IronbindBarrow01;Ironbind Barrow;;IronbindBarrowLocation;DefaultLightingTemplate;IceImagespace;IntDungeonCaveIce01;MUSDungeonIce;0;9;3;0;0;0;;1;0;1;0
[00033D68];8;2;Valthume01;Valthume;;ValthumeLocation;DraugrPriestMedium;DefaultImageSpaceDungeon;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;13;2;0;0;0;;3;0;0;1
[000B6BE6];8;1;EmbershardMine01;Embershard Mine;;EmbershardLocation;MineTemplateMedium;DefaultImageSpaceDungeon;IntDungeonMine01;MUSDungeonCave;0;1;0;0;0;0;;0;0;0;0
[0009AA4A];8;1;NightcallerTemple01;Nightcaller Temple;;NightcallerTempleLocation;NightCallerTemplate;NightCallerTemplePurpleImageSpace;IntDungeonFortAcousticSpace;MUSDungeonFort;0;6;3;0;1;2;VerenDuleri,VerenDuleri_Ambush;0;0;0;0
[000152BE];8;1;Avanchnzel01;Avanchnzel;;AvanchnzelLocation;DwarvenLightingFarSkyhole;DefaultImageSpaceDungeon;IntDungeonDwemerMedium;MUSDungeon;0;1;1;0;0;0;;0;0;0;0
[00013A86];8;1;DawnstarMortarandPestle;The Mortar and Pestle;Frida;DawnstarMortarAndPestleLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreMountain;0;1;0;0;0;0;;0;0;0;0
[00013A7C];8;0;DragonBridgeFourShieldsTavern;Four Shields Tavern;DragonBridgeFourShieldsInnFaction;DragonBridgeFourShieldsTavernLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodLargeAcousticSpace;MUSTavern;0;1;0;0;0;0;;0;0;0;0
[065C7EE5];7;9;DBMMAASEIrkDescent;Irkngthand Annex Descent;;IrkngthandLocation;DwarvenLightingMedium;DwarvenImagespace01;IntDungeonDwemerMedium;DBM_MAASE_MUSDwemerClockwork;4;402;33;0;0;8;DBM_MAASE_GhostRemnant,DBM_MAASE_GhostSnowElf,LvlBanditMeleeTank,LvlBanditWizardCommonerF,LvlDwarvenSphereAmbush;14;3;16;4
[060F1B91];7;9;DBMDGSafehouseHaunted;Safehouse;PlayerFaction;;DBM_MuseumTemplateNew;DBM_HauntedMuseumIMG;IntRoomWoodMediumAcousticSpace;DBM_DGMuseumMusicLST;9;3151;554;0;372;10;DBM_Haunted2Prisoner,DBM_HauntedMannyFemale,DBM_HauntedMannyMale,DBMHauntGirl;43;1;79;112
[0403C7F5];7;9;DLC2WhiteRidgeBarrow02;White Ridge Sanctum;;DLC2WhiteRidgeBarrowLocation;KarthspireMediumTemplate;DwarvenImagespace01;IntDungeonFortAcousticSpace;MUSDungeonFort;0;9;3;0;0;0;;1;0;1;0
[00053081];7;9;RiftenBlacksmith;The Scorched Hammer;RiftenTheScorchedHammerFaction;RiftenBlacksmithLocation;RiftenInteriors;RiftenInterior_ImageSpace;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[000529DD];7;9;FortGreenwall03;Fort Greenwall Captain's Quarters;;FortGreenwallLocation;ImperialFortCloseTemplate;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonFort;0;8;0;0;0;0;;0;0;0;0
[0003538D];7;9;BonechillPassage01;Bonechill Passage;;BonechillPassageLocation;IceCaveMedium;DefaultImageSpaceDungeon;IntDungeonCaveIce01;MUSDungeonIce;0;1;0;0;0;0;;0;0;0;0
[000138E1];7;9;MorthalAlvasHouse;Alva's House;MS14AlvaAndHroggar;MorthalAlvaAndHroggarsHouseLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodMediumAcousticSpace;MUSExploreMountain;0;4;0;0;0;0;;0;0;0;0
[04019CD7];7;8;DLC2TempleofMiraak02;Temple of Miraak Sanctum;;DLC2TempleOfMiraakLocation;BleakFallsBarrowMedium;DefaultImageSpace;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;35;2;0;0;0;;1;0;0;1
[04017EC3];7;8;DLC2RRTemple;Temple;DLC2RRTempleFaction;DLC2RRTempleLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomStoneNarrowAcousticSpace;DLC2MUSExploreSolstheimGeneral;0;3;3;0;0;0;;0;0;0;0
[04016FEB];7;8;DLC2ThirskMeadHallInterior01;Thirsk Mead Hall;;DLC2ThirskMeadHallInteriorLocation;DefaultLightingTemplate;AAAPurkeyCave01;IntRoomWoodLargeAcousticSpace;DLC2MUSExploreSnow;0;2;2;0;0;0;;0;0;0;0
[0005C483];7;8;FortGreenwall04;Greenwall Cave;;FortGreenwallLocation;NchuandZelMedium;DefaultImageSpaceDungeon;IntDungeonFortAcousticSpace;MUSDungeonFort;2;36;4;0;2;2;dunRRHerebaneSorenshield,TreasCorpseCWImperialMale;0;0;0;1
[00047817];7;8;SkyboundPass01;Skybound Watch Pass;;SkyboundWatchLocation;BleakFallsBarrowMedium;GreywaterGorgeIS;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;2;0;0;1;0;;0;0;0;1
[00022F53];7;8;Forelhost02;Forelhost Crypt;;ForelhostLocation;GreenCaveClose;DefaultImageSpaceDungeon;IntDungeonCatacombsAcousticSpace;MUSDungeonCave;0;8;2;0;0;0;;1;0;1;0
[00016A0F];7;8;SolitudeRadiantRaiment;Radiant Raiment;SolitudeRadiantRaimentsFaction;SolitudeRadiantRaimentsLocation;SolitudeInteriorShops;SolitudeInterior_Liz;IntRoomStoneMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[061ABB45];7;7;DBMDGHallofHeroesHaunted;Hall of Heroes;PlayerFaction;DBM_HallOfHeroesLocation;DBM_MuseumTemplateNew;DBM_HauntedMuseumIMG;IntRoomStoneMediumAcousticSpace;DBM_HauntedMusicLST;1;2817;364;0;57;9;DBMHauntGirl,EncSkeever,EncSkeleton01AmbushMelee1H;66;1;30;45
[060F2221];7;7;DBMVQBromgolt;Bromgolt;;DBMVQHideoutLocation;BleakFallsBarrowClose;;IntDungeonCatacombsAcousticSpace;MUSDungeon;1;682;20;0;1;9;DBM_TreasHunterBromgolt_LvlBanditBoss,DBM_VQ_LvlVigilant,LvlBanditMelee2H,LvlBanditMeleeAny,LvlBanditWizardNordF;26;0;11;66
[02001C09];7;7;DLC1GlacialCrevice01;Glacial Crevice;;DLC1GlacialCreviceLocation;IceCaveFar;DefaultImageSpaceDungeonBrightSky;IntDungeonCaveIce02Large;MUSDungeonIce;3;195;37;0;15;0;;5;1;14;1
[00016A05];7;7;SolitudeJalasHouse;Jala's House;SolitudeJalasHouseFaction;SolitudeJalasHouseLocation;SolitudeInteriors;DefaultImageSpaceDungeon;IntRoomWoodMediumAcousticSpace;MUSTownTest;0;1;0;0;0;0;;0;0;0;0
[00015295];7;7;DeadCroneRock01;Dead Crone Rock;;DeadCroneRockLocation;DarklightTowerTemplate;DefaultImageSpaceDungeon;IntDungeonCatacombsAcousticSpace;MUSDungeon;0;1;1;0;0;0;;0;0;0;0
[00015231];7;7;PinemoonCave01;Pinemoon Cave;;PinemoonCaveLocation;IceCaveMedium;IceMineImagespace;IntDungeonCave;MUSDungeonCave;0;4;1;0;0;0;;0;0;0;0
[00013A5D];7;7;NightgateInn;Nightgate Inn;Hadring;NightgateInnLocation;FarmLightingTemplate;FarmInteriorIS;IntRoomWoodLargeAcousticSpace;MUSTavern;0;7;4;0;1;2;DBM_Eriana,DBM_Ongar;0;0;0;0
[0005B91B];7;6;TwilightSepulcher01;Twilight Sepulcher;;TwilightSepulcherLocation;BleakFallsBarrowMedium;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;11;2;0;0;0;;1;0;1;0
[00015227];7;6;ReachcliffCave01;Reachcliff Cave;;ReachcliffCaveLocation;GreenCaveMedium;DefaultImageSpaceDungeon;IntDungeonCave;MUSDungeonCave;0;4;3;0;3;1;DBM_Guardian04;1;0;0;0
[061943CD];7;5;DBMWindcallerPassS;South Windcaller Pass;;;IceCaveMedium;;IntDungeonCave;MUSDungeonCave;1;1719;153;0;21;25;DBM_dunWindPassWindcallerTrollOffspring,DBM_FafnirEX01,EncIceWraith,EncTroll,EncTrollFrost,EncWolfIce_Indoor,TreasCorpseHunterNordM;94;5;20;14
